player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0024242,,,,,717,4,24,177,1,,,,,,,,
00-0021164,,,,,876,3,24,173,1,,,,,,,,
00-0022879,,,,,,,38,517,4,,,,,,,,
00-0024369,,,,,,,46,406,2,,,,,,,,
00-0020337,,,,,66,,87,1002,7,,,,,,,,
00-0019100,,,,,39,,10,58,,,,,,,,,
00-0022726,,,,,,,32,332,,,,,,,,,
00-0025708,730,3,5,67,5,,,,,,,,,,,,
00-0016193,936,5,6,65.5,22,,,,,,,,,,,,
00-0020608,635,3,5,58.3,59,,,,,,,,,,,,
00-0005101,,,,,,,5,39,2,,,,,,,,
00-0025542,,,,,,,6,108,2,,,,,,,,
00-0025432,,,,,11,,6,73,,,,,,,,,
00-0023714,,,,,3,,3,14,,,,,,,,,
00-0004161,617,8,1,111.4,26,,,,,,,,,,,,
00-0025505,,,,,,,4,35,,,,,,,,,
