player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0027891,,,,,30,,99,1331,4,,,,,,,,
00-0026498,4257,22,12,85.7,93,2,,,,,,,,,,,
00-0028249,,,,,-1,,24,314,1,,,,,,,,
00-0027218,,,,,860,7,34,322,1,,,,,,,,
00-0025389,,,,,,,71,1077,8,,,,,,,,
00-0030107,,,,,51,,34,316,4,,,,,,,,
00-0030095,,,,,,,14,212,1,,,,,,,,
00-0031387,,,,,,,25,248,1,,,,,,,,
00-0024217,,,,,297,2,40,253,,,,,,,,,
00-0026072,,,,,19,,5,39,1,,,,,,,,
00-0026996,,,,,,,10,70,,,,,,,,,
00-0029883,,,,,,,6,74,1,,,,,,,,
00-0030247,,,,,73,,,,,,,,,,,,
00-0026780,,,,,,,5,50,,,,,,,,,
00-0029209,,,,,,,2,25,,,,,,,,,
00-0030092,27,,,118.8,,,,,,,,,,,,,
