player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0031285,,,,,248,1,30,225,1,,,,,,,,
00-0028083,,,,,217,1,29,173,1,,,,,,,,
00-0026143,4694,28,14,93.9,145,,,,,,,,,,,,
00-0024272,,,,,36,1,38,504,2,,,,,,,,
00-0027944,,,,,1,,104,1593,6,,,,,,,,
00-0030443,,,,,,,31,238,2,,,,,,,,
00-0022736,,,,,707,6,20,148,,,,,,,,,
00-0023462,,,,,,,80,921,7,,,,,,,,
00-0026224,,,,,,,51,556,2,,,,,,,,
00-0026855,,,,,144,2,13,222,3,,,,,,,,
00-0028581,,,,,,,9,62,1,,,,,,,,
00-0024535,,,,,,,10,102,2,,,,,,,,
00-0026931,,,,,,,2,3,1,,,,,,,,
00-0028090,64,,1,77.1,,,,,,,,,,,,,
