player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0030578,,,,,117,1,33,384,1,,,,,,,,
00-0024267,,,,,,,59,742,6,,,,,,,,
00-0029572,,,,,71,,42,588,2,,,,,,,,
00-0028198,,,,,570,9,44,312,1,,,,,,,,
00-0029587,,,,,,,19,208,1,,,,,,,,
00-0031237,2919,15,12,86,209,1,,,,,,,,,,,
00-0027890,,,,,371,4,9,60,,,,,,,,,
00-0030113,,,,,-11,,31,475,2,,,,,,,,
00-0031376,,,,,538,,27,135,,,,,,,,,
00-0029432,,,,,,,23,258,1,,,,,,,,
00-0030035,,,,,,,8,137,1,,,,,,,,
00-0029048,,,,,88,,9,62,,,,,,,,,
00-0027981,,,,,,,24,231,2,,,,,,,,
00-0029878,,,,,,,9,134,,,,,,,,,
00-0026286,,,,,27,,,,,,,,,,,,
00-0023662,425,3,4,65.8,18,,,,,,,,,,,,
00-0027950,222,,2,45.8,16,1,,,,,,,,,,,
00-0025394,,,,,75,,2,18,,,,,,,,,
