player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0010442,,,,,1697,12,41,245,2,,,,,,,,
00-0020381,,,,,-5,,56,770,4,,,,,,,,
00-0015420,,,,,28,,45,342,1,,,,,,,,
00-0020494,,,,,18,,45,838,5,,,,,,,,
00-0020462,,,1,0,479,2,15,112,,,,,,,,,
00-0019559,2673,16,9,91,126,1,,,,,,,,,,,
00-0021213,,,,,,,18,182,4,,,,,,,,
00-0002962,,,,,,,31,397,1,,,,,,,,
00-0019457,,,,,,,13,100,1,,,,,,,,
00-0020343,,,,,,,10,173,1,,,,,,,,
00-0020404,498,3,1,98.2,20,,,,,,,,,,,,
00-0022811,,,,,,,6,60,,,,,,,,,
00-0022003,,,,,23,,2,12,,,,,,,,,
00-0022026,60,,,76.2,2,,,,,,,,,,,,
