player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022156,,,,,,,45,525,2,,,,,,,,
00-0008241,,,,,1232,7,25,196,,,,,,,,,
00-0022921,,,,,,,101,1412,10,,,,,,,,
00-0023479,,,,,78,,29,241,1,,,,,,,,
00-0017200,3409,27,17,89.7,15,1,,,,,,,,,,,
00-0022084,,,,,14,,71,853,9,,,,,,,,
00-0024287,,,,,,,23,238,5,,,,,,,,
00-0020022,,,,,41,1,4,25,,,,,,,,,
00-0021647,,,,,,,22,329,2,,,,,,,,
00-0024069,,,,,,,7,46,1,,,,,,,,
00-0025602,,,,,,,7,73,2,,,,,,,,
00-0024225,647,2,4,61.9,42,,,,,,,,,,,,
00-0025529,,,,,8,,8,92,,,,,,,,,
00-0019587,,,,,3,,7,59,,,,,,,,,
00-0011641,,,,,13,,8,131,,,,,,,,,
00-0019623,164,3,3,71.1,5,,,,,,,,,,,,
00-0019816,,,,,-1,,,,,,,,,,,,
