player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0029668,4374,23,18,76.5,255,5,,,,,,,,,,,
00-0026173,,,,,9,,60,781,3,,,,,,,,
00-0020498,,,,,-5,,106,1355,5,,,,,,,,
00-0029547,,,,,814,2,17,152,1,,,,,,,,
00-0029689,,,,,5,,45,521,3,,,,,,,,
00-0029608,,,,39.6,29,,50,861,7,,,,,,,,
00-0029697,,,,,,,26,281,2,,,,,,,,
00-0029548,,,,,,,11,186,1,,,,,,,,
00-0027003,,,,,417,1,9,93,,,,,,,,,
00-0022217,,,,,20,,6,77,1,,,,,,,,
00-0028057,,,,,122,3,1,13,,,,,,,,,
00-0028906,,,,,,,1,-4,,,,,,,,,
00-0028270,,,,,,,2,15,,,,,,,,,
00-0028345,,,,,5,,1,3,,,,,,,,,
00-0027092,,,,,,,1,6,,,,,,,,,
