player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0033681,,,,,2,,55,642,5,,,,,,,,
00-0031951,,,,,,,28,262,,,,,,,,,
00-0032128,,,,,,,40,471,2,,,,,,,,
00-0035831,,,,,1070,7,49,344,3,,,,,,,,
00-0036268,,,,,91,,58,600,5,,,,,,,,
00-0030549,,,,,,,36,349,2,,,,,,,,
00-0034777,,,,,,,53,706,5,,,,,,,,
00-0036254,,,,,,,18,272,2,,,,,,,,
00-0035289,2259,16,5,95.9,153,1,1,,,,,,,,,,
00-0033854,,,,,145,,10,54,,,,,,,,,
00-0030404,,,,,20,,20,146,1,,,,,,,,
00-0030520,1072,7,5,80.1,17,,,,,,,,,,,,
00-0035184,,,,,1,,9,42,,,,,,,,,
00-0033576,,,,,,,3,16,,,,,,,,,
00-0035823,,,,,,,1,10,,,,,,,,,
00-0036312,624,2,6,54.5,13,1,,,,,,,,,,,
00-0035313,,,,,3,,3,32,,,,,,,,,
00-0033839,,,,,,,1,4,,,,,,,,,
