player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0027092,,,,,,,54,514,1,,,,,,,,
00-0026345,,,,,28,,70,947,6,,,,,,,,
00-0020498,,,,,,,75,960,4,,,,,,,,
00-0028057,,,,,377,2,5,18,,,,,,,,,
00-0027003,,,,,645,5,16,86,,,,,,,,,
00-0024245,,,,,433,1,15,93,,,,,,,,,
00-0022165,,,,,,,34,352,2,,,,,,,,
00-0027134,1541,6,9,66.6,107,,,,,,,,,,,,
00-0026267,,,,,,,19,177,1,,,,,,,,
00-0023578,1201,6,4,82.4,5,,,,,,,,,,,,
00-0027761,,,,,,,9,45,,,,,,,,,
00-0026286,,,,,10,,4,40,,,,,,,,,
00-0003292,481,2,1,65.9,-1,,,,,,,,,,,,
00-0026908,,,,,,,2,10,,,,,,,,,
00-0028486,,,,,,,1,5,,,,,,,,,
