player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0023752,,,,,,,41,391,2,,,,,,,,
00-0026035,,,,,81,,85,689,3,,,,,,,,
00-0027854,3512,18,15,76.5,63,1,,,,,,,,,,,
00-0022736,,,,,1241,6,46,383,,,,,,,,,
00-0026937,,,,,28,,53,620,2,,,,,,,,
00-0025633,,,,,107,2,10,61,1,,,,,,,,
00-0025462,,,,,-14,,34,344,2,,,,,,,,
00-0023679,,,,,,,14,145,2,,,,,,,,
00-0027912,,,,,,,20,306,1,,,,,,,,
00-0027732,,,,,,,13,146,3,,,,,,,,
00-0022796,,,,,12,,5,14,,,,,,,,,
00-0027257,,,,,54,,2,29,,,,,,,,,
00-0027700,,,,,,,6,63,,,,,,,,,
00-0023457,,,,,6,,23,306,2,,,,,,,,
00-0027769,,,,,,,2,15,,,,,,,,,
