player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0025394,,,,,1389,18,43,436,,,,,,,,,
00-0022807,,,,,,,55,618,4,,,,,,,,
00-0005106,4202,33,7,107.2,7,,1,-2,,,,,,,,,
00-0021314,,,,,332,1,44,389,1,,,,,,,,
00-0025431,,,,39.6,,,84,1312,8,,,,,,,,
00-0022054,,,,,,,56,566,11,,,,,,,,
00-0026998,,,,,135,,60,790,6,,,,,,,,
00-0023774,,,,,5,,10,67,1,,,,,,,,
00-0009323,,,,,,,10,70,,,,,,,,,
00-0024279,201,1,,113.4,-10,,,,,,,,,,,,
00-0021508,,,,,,,8,96,1,,,,,,,,
00-0022746,,,,,7,,6,52,2,,,,,,,,
00-0025955,,,,,53,,,,,,,,,,,,
00-0026333,,,,,,,1,9,,,,,,,,,
