player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0036370,,,,,405,2,8,32,,,,,,,,,
00-0038544,,,,,9,,38,431,2,,,,,,,,
00-0033895,,,,,10,,51,411,3,,,,,,,,
00-0033699,,,,,628,5,51,436,1,,,,,,,,
00-0038573,,,,,101,,15,66,,,,,,,,,
00-0035329,,,,,,,27,285,4,,,,,,,,
00-0036355,3134,20,7,93.2,228,3,1,10,,,,,,,,,
00-0030279,49,1,,135.4,6,,108,1243,7,,,,,,,,
00-0037475,,,,,,,11,155,1,,,,,,,,
00-0036988,,,,,6,,38,581,2,,,,,,,,
00-0038045,,,,,96,,6,34,,,,,,,,,
00-0032543,,,,,,,16,232,1,,,,,,,,
00-0035414,,,,,,,10,89,1,,,,,,,,
00-0035282,1129,3,1,85.6,144,1,,,,,,,,,,,
00-0033536,,,,,3,,19,249,1,,,,,,,,
00-0035120,,,,,,,6,33,,,,,,,,,
00-0032394,,,,,,,1,3,,,,,,,,,
