player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0029293,,,,,,,73,832,4,,,,,,,,
00-0036971,3641,12,17,71.9,334,2,,,,,,,,,,,
00-0036268,,,,,41,,63,619,,,,,,,,,
00-0035831,,,,,767,8,31,222,,,,,,,,,
00-0032951,,,,,,,33,434,1,,,,,,,,
00-0031045,,,,,253,1,12,65,,,,,,,,,
00-0030525,,,,,21,,24,213,1,,,,,,,,
00-0034011,,,,,,,35,408,,,,,,,,,
00-0033854,,,,,137,1,13,114,1,,,,,,,,
00-0033572,,,,,111,1,24,229,1,,,,,,,,
00-0031484,,,,,,,6,71,1,,,,,,,,
00-0036887,,,,,,,7,56,,,,,,,,,
00-0031951,,,,,,,24,244,,,,,,,,,
00-0033387,,,,,,,9,55,1,,,,,,,,
00-0036698,,,,,11,,,,,,,,,,,,
00-0034777,,,,,,,7,154,2,,,,,,,,
00-0033936,33,,,118.8,2,,,,,,,,,,,,
00-0033006,,,,,,,2,10,,,,,,,,,
00-0035268,,,,,80,,3,16,,,,,,,,,
00-0035378,,,,,4,,,,,,,,,,,,
00-0035835,,,,,3,,,,,,,,,,,,
