player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0035228,3752,20,12,87.7,539,4,,,,,,,,,,,
00-0022921,,,,,,,73,835,4,,,,,,,,
00-0028112,,,,,,,18,237,1,,,,,,,,
00-0033118,,,,,785,8,50,345,,,,,,,,,
00-0034775,,,,,93,,67,708,3,,,,,,,,
00-0031558,,,,,,,15,202,1,,,,,,,,
00-0032187,,,,,346,2,36,370,4,,,,,,,,
00-0031868,,,,,,,32,359,1,,,,,,,,
00-0033111,,,,,2,,25,243,1,,,,,,,,
00-0034681,,,,,303,4,12,105,1,,,,,,,,
00-0035287,,,,,3,,21,187,1,,,,,,,,
00-0035527,,,,,15,,9,189,1,,,,,,,,
00-0034487,,,,,,,4,80,,,,,,,,,
00-0034011,,,,,,,8,127,2,,,,,,,,
00-0031589,49,,,58.5,41,,,,,,,,,,,,
00-0033258,,,,,,,1,4,,,,,,,,,
00-0022824,26,,,118.8,,,,,,,,,,,,,
