player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0003400,,,,,28,1,38,431,4,,,,,,,,
00-0002099,,,,,23,,64,1106,6,,,,,,,,
00-0017200,4830,36,22,101.4,60,,,,,,,,,,,,
00-0007681,,,,,,,81,1363,7,,,,,,,,
00-0006627,51,1,,158.3,50,,39,374,3,,,,,,,,
00-0005092,,,,39.6,1382,12,83,765,9,,,,,,,,
00-0013268,,,,,5,,40,563,5,,,,,,,,
00-0019649,,,,,441,6,17,154,,,,,,,,,
00-0013872,,,,,,,11,108,1,,,,,,,,
00-0007546,,,,,5,,4,24,1,,,,,,,,
00-0007579,,,,,42,1,1,14,,,,,,,,,
00-0010455,22,,,97.2,-9,,,,,,,,,,,,
00-0020342,,,,,,,1,1,1,,,,,,,,
