player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0033567,,,,,465,1,25,199,,,,,,,,,
00-0034830,,,,,,,56,571,6,,,,,,,,
00-0026143,4581,26,11,93.3,92,2,,,,,,,,,,,
00-0034411,39,1,,135.4,9,,72,786,4,,,,,,,,
00-0034837,,,,,1,,90,1374,9,,,,,,,,
00-0032241,,,,,678,9,25,164,,,,,,,,,
00-0034378,,,,,268,1,17,75,,,,,,,,,
00-0030968,,,,,7,,11,59,,,,,,,,,
00-0034646,,,,,7,,12,69,2,,,,,,,,
00-0027944,,,,,,,51,771,3,,,,,,,,
00-0028042,,,,,,,7,63,,,,,,,,,
00-0035208,,,,,,,20,274,1,,,,,,,,
00-0034132,,,,,,,13,141,,,,,,,,,
00-0034788,,,,,,,3,25,,,,,,,,,
00-0032951,,,,,,,6,49,2,,,,,,,,
00-0022787,,,,,-4,,,,,,,,,,,,
00-0035273,,,,,3,,,,,,,,,,,,
00-0032592,,,,,2,,,,,,,,,,,,
