player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0026393,,,,,122,1,25,333,3,,,,,,,,
00-0025425,,,,,,,60,685,5,,,,,,,,
00-0026983,,,,,48,,26,366,1,,,,,,,,
00-0027089,,,,,43,,41,609,2,,,,,,,,
00-0025487,,,,,655,8,18,194,,,,,,,,,
00-0026144,,,,39.6,1157,7,47,507,3,,,,,,,,
00-0023460,2387,13,8,84.5,221,1,1,1,,,,,,,,,
00-0027709,,,,,155,2,25,470,2,,,,,,,,
00-0025486,1,,,79.2,,,10,103,,,,,,,,,
00-0027135,,,,,,,12,80,,,,,,,,,
00-0024408,1059,5,7,65.9,41,,,,,,,,,,,,
00-0021357,,,,,22,,1,10,,,,,,,,,
00-0026366,,,,,,,5,40,1,,,,,,,,
00-0022164,25,,1,30.2,18,,,,,,,,,,,,
00-0026536,,,,,,,3,40,,,,,,,,,
00-0023487,,,,,,,2,8,1,,,,,,,,
00-0020514,,,,,11,,2,9,,,,,,,,,
