player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0002099,,,,39.6,,,74,1098,3,,,,,,,,
00-0019599,4301,24,8,92.9,44,,,,,,,,,,,,
00-0022736,,,,,1528,13,90,806,3,,,,,,,,
00-0007681,,,,,,,93,1188,10,,,,,,,,
00-0004052,,,,,177,,12,90,1,,,,,,,,
00-0022001,,,,,4,,39,469,4,,,,,,,,
00-0024261,,,,,,,20,226,1,,,,,,,,
00-0021981,,,,,,,13,136,1,,,,,,,,
00-0023683,,,,,2,,7,29,,,,,,,,,
00-0020964,,,,,9,,14,159,,,,,,,,,
00-0022060,,,,,,,5,68,,,,,,,,,
00-0023159,,,,,9,,2,20,,,,,,,,,
00-0019242,,,,,13,,,,,,,,,,,,
00-0024308,,,,,,,2,39,1,,,,,,,,
00-0005589,27,,,67.4,,,,,,,,,,,,,
00-0016689,,,,,19,,,,,,,,,,,,
