player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021231,3597,15,10,83.5,323,3,,,,,,,,,,,
00-0024275,,,,,1391,15,53,374,1,,,,,,,,
00-0024243,,,,,,,32,518,2,,,,,,,,
00-0025466,,,,,,,63,869,7,,,,,,,,
00-0027155,,,,,202,1,16,101,,,,,,,,,
00-0007681,,,,,,,51,722,,,,,,,,,
00-0027076,,,,,85,,48,453,1,,,,,,,,
00-0022901,,,,,,,11,123,1,,,,,,,,
00-0027125,,,,,3,,21,212,2,,,,,,,,
00-0022897,,,,,23,,5,14,,,,,,,,,
00-0023784,,,,,,,4,45,,,,,,,,,
00-0027105,,,,,,,6,106,,,,,,,,,
00-0026100,,,,,,,5,70,1,,,,,,,,
00-0022864,2,,,42.4,,,,,,,,,,,,,
00-0024103,,,,,1,,,,,,,,,,,,
00-0023442,,,,,,,3,34,,,,,,,,,
00-0026658,,,,,,,1,3,,,,,,,,,
