player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0008442,3406,13,11,77.7,120,3,,,,,,,,,,,
00-0000251,,,,,680,10,35,231,1,,,,,,,,
00-0008561,,,,,,,106,1266,1,,,,,,,,
00-0011551,,,,,,,35,285,4,,,,,,,,
00-0017847,,,,,,,24,314,1,,,,,,,,
00-0004640,,,,,447,3,68,557,3,,,,,,,,
00-0006331,,,,,,,36,402,1,,,,,,,,
00-0020391,,,,,2,,17,89,,,,,,,,,
00-0000387,,,,,22,,13,162,,,,,,,,,
00-0015601,,,,,72,1,10,101,1,,,,,,,,
00-0019487,,,,,,,8,71,1,,,,,,,,
00-0019127,,,,,,,4,48,,,,,,,,,
00-0009266,210,,1,73.3,-12,,,,,,,,,,,,
00-0000007,,,,,40,,2,26,,,,,,,,,
00-0014115,5,,,87.5,,,,,,,,,,,,,
00-0006223,,,,39.6,,,,,,,,,,,,,
00-0020387,,,,,,,4,69,,,,,,,,,
