player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0036875,,,,,1040,5,69,421,1,,,,,,,,
00-0033090,,,,,,,41,509,2,,,,,,,,
00-0033307,,,,,39,,35,434,1,,,,,,,,
00-0034960,,,,,9,,67,804,6,,,,,,,,
00-0036972,2997,14,11,84.8,102,1,,,,,,,,,,,
00-0031549,,,,,,,31,362,2,,,,,,,,
00-0031547,,,,,,,31,539,3,,,,,,,,
00-0033858,,,,,5,,27,245,,,,,,,,,
00-0038104,,,,,16,1,22,247,2,,,,,,,,
00-0035657,,,,,462,3,17,97,,,,,,,,,
00-0037286,,,,,52,1,,,,,,,,,,,
00-0038108,781,5,3,100.9,,,1,-6,,,,,,,,,
00-0037253,,,,,,,4,78,1,,,,,,,,
00-0038098,,,,,100,1,7,42,,,,,,,,,
00-0026625,37,,,92.4,,,,,,,,,,,,,
00-0032200,,,,,-2,,3,15,1,,,,,,,,
