player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0028411,,,,,,,58,810,4,,,,,,,,
00-0022942,4386,33,21,87.9,35,,,,,,,,,,,,
00-0032160,,,,,,,69,1059,7,,,,,,,,
00-0029269,,,,39.6,-3,,47,677,4,,,,,,,,
00-0021547,,,,,,,53,548,7,,,,,,,,
00-0033090,,,,,,,36,478,8,,,,,,,,
00-0032144,,,,,997,10,41,419,2,,,,,,,,
00-0032902,,,,,192,,13,70,,,,,,,,,
00-0029683,,,,,131,,7,93,,,,,,,,,
00-0032897,,,,,4,,4,83,,,,,,,,,
00-0027651,,,,,2,,7,36,,,,,,,,,
00-0026019,,,,,116,,6,35,1,,,,,,,,
00-0030691,,,,,,,2,11,,,,,,,,,
00-0029391,,,,,,,2,25,,,,,,,,,
00-0031055,,,,,87,,,,,,,,,,,,
00-0030279,,,,,,,6,63,,,,,,,,,
00-0024264,,,,39.6,-1,,,,,,,,,,,,
