player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0033308,,,,,220,1,20,118,,,,,,,,,
00-0035710,3205,15,5,92.5,708,7,,,,,,,,,,,
00-0034844,,,,,1312,10,57,338,,,,,,,,,
00-0034286,,,,,6,,57,569,4,,,,,,,,
00-0035535,,,,,,,46,724,2,,,,,,,,
00-0038115,,,,,2,1,30,268,2,,,,,,,,
00-0036165,,,,,,,37,392,4,,,,,,,,
00-0036569,,,,,141,1,5,39,,,,,,,,,
00-0033932,,,,,,,6,81,1,,,,,,,,
00-0036145,,,,,,,13,118,1,,,,,,,,
00-0038117,,,,,-1,,23,227,1,,,,,,,,
00-0032980,,,,,,,9,99,,,,,,,,,
00-0032394,,,,,,,6,55,,,,,,,,,
00-0035042,,,,,-3,,,,,,,,,,,,
00-0032385,,,,,,,13,154,1,,,,,,,,
00-0028118,58,1,1,94.8,70,,,,,,,,,,,,
