player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0002721,,,,,,,96,1274,9,,,,,,,,
00-0003739,3924,33,14,100.4,442,7,,,,,,,,,,,
00-0011754,,,,,5,,76,1428,15,,,,,,,,
00-0015286,,,,,1505,7,36,348,3,,,,,,,,
00-0007103,,,,,,,16,190,2,,,,,,,,
00-0017892,,,,,67,,4,31,,,,,,,,,
00-0017110,,,,,,,18,191,,,,,,,,,
00-0009323,,,,,43,,10,98,,,,,,,,,
00-0004004,,,,,,,17,202,1,,,,,,,,
00-0011068,,,,,,,21,176,3,,,,,,,,
00-0008903,,,,,,,8,63,,,,,,,,,
00-0008229,,,,,,,1,25,,,,,,,,,
00-0001785,82,,1,40,20,,,,,,,,,,,,
00-0019552,,,,,3,,1,5,,,,,,,,,
00-0012515,,,,,,,1,-2,,,,,,,,,
00-0011718,,,,,,,1,2,,,,,,,,,
00-0001157,,,1,0,,,,,,,,,,,,,
