player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0019650,,,,,19,,55,806,2,,,,,,,,
00-0021191,,,,,,,58,812,4,,,,,,,,
00-0021150,,,,,585,2,14,84,,,,,,,,,
00-0019564,,,,,,,26,252,4,,,,,,,,
00-0005755,1731,10,9,76.7,169,2,,,,,,,,,,,
00-0007213,,,,,,,28,287,5,,,,,,,,
00-0022180,,,,,744,2,20,178,1,,,,,,,,
00-0020780,,,,39.6,4,,13,168,,,,,,,,,
00-0019587,,,,,9,,7,39,,,,,,,,,
00-0021175,,,,,-3,,16,416,2,,,,,,,,
00-0022864,608,4,7,52.6,25,,,,,,,,,,,,
00-0007576,737,7,5,96.8,-2,,,,,,,,,,,,
00-0022883,,,,39.6,25,,3,25,,,,,,,,,
00-0020415,,,,,,,5,49,,,,,,,,,
00-0022922,,,,,,,5,50,,,,,,,,,
00-0021403,,,,,,,1,9,,,,,,,,,
00-0021500,,,,,1,,,,,,,,,,,,
00-0021287,,,,,,,1,1,,,,,,,,,
