player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0036261,,,,,23,,78,1015,8,,,,,,,,
00-0033280,34,1,,158.3,1139,8,85,741,5,,,,,,,,
00-0036259,,,,,,,35,416,1,,,,,,,,
00-0033288,,,,,,,60,765,11,,,,,,,,
00-0034407,,,,,78,1,14,243,1,,,,,,,,
00-0035719,,,,,232,3,56,632,2,,,,,,,,
00-0029892,,,,,26,1,19,200,1,,,,,,,,
00-0031345,2437,16,4,103,33,2,,,,,,,,,,,
00-0037834,1374,13,4,107.3,13,1,,,,,,,,,,,
00-0037525,,,,,258,1,,,,,,,,,,,
00-0037828,,,,,9,,1,10,,,,,,,,,
00-0036567,,,,,279,2,3,7,,,,,,,,,
00-0037827,,,,,99,,,,,,,,,,,,
00-0034073,,,,,,,3,105,1,,,,,,,,
00-0032214,,,,,,,4,57,,,,,,,,,
00-0032058,,,,,26,1,3,44,1,,,,,,,,
00-0037012,194,,1,55,67,,,,,,,,,,,,
00-0026300,10,,,64.6,3,,,,,,,,,,,,
