player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021191,,,,,40,,44,733,6,,,,,,,,
00-0015165,,,,,975,5,16,89,,,,,,,,,
00-0005720,,,,,31,,61,908,6,,,,,,,,
00-0019614,,,,,168,1,13,144,,,,,,,,,
00-0019516,,,,,317,1,21,99,,,,,,,,,
00-0014544,,,,,14,,22,218,1,,,,,,,,
00-0020425,,,,,,,14,211,,,,,,,,,
00-0016316,,,,,31,,12,80,,,,,,,,,
00-0019569,,,,,,,17,152,,,,,,,,,
00-0010859,,,,,,,23,294,1,,,,,,,,
00-0020562,1555,7,8,66.3,74,,,,,,,,,,,,
00-0020404,1465,7,8,72.3,91,,,,,,,,,,,,
00-0015980,,,,,23,,7,63,,,,,,,,,
00-0010146,,,,,,,1,22,,,,,,,,,
00-0020805,,,,,,,1,7,,,,,,,,,
