player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0024324,,,,,,,51,573,1,,,,,,,,
00-0026995,,,,,36,,70,964,10,,,,,,,,
00-0027029,,,,,1080,7,78,592,2,,,,,,,,
00-0025549,,,,,,,42,511,4,,,,,,,,
00-0026189,,,,,104,1,47,1056,6,,,,,,,,
00-0026303,,,,,,,19,136,1,,,,,,,,
00-0020245,3018,21,6,100.2,676,9,,,,,,,,,,,
00-0024011,,,,,99,,7,67,,,,,,,,,
00-0024359,,,,,330,1,12,85,,,,,,,,,
00-0025423,1197,7,7,76.1,66,,,,,,,,,,,,
00-0027758,,,,,,,7,116,1,,,,,,,,
00-0027188,,,,,29,,11,115,1,,,,,,,,
00-0024738,,,,,67,,1,10,,,,,,,,,
00-0027725,,,,,,,9,72,1,,,,,,,,
00-0024321,,,,,,,2,19,,,,,,,,,
00-0024013,,,,,,,1,18,,,,,,,,,
00-0026249,,,,,,,1,1,,,,,,,,,
00-0023560,,,,,,,1,2,1,,,,,,,,
