player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0025399,,,,,1590,11,23,196,1,,,,,,,,
00-0029263,3118,26,10,100,489,4,,,,,,,,,,,
00-0025431,25,,,95.8,6,,50,748,7,,,,,,,,
00-0025425,,,,,,,38,396,3,,,,,,,,
00-0027891,23,1,,158.3,20,,45,688,7,,,,,,,,
00-0029273,,,,,354,,19,181,,,,,,,,,
00-0027783,,,,,,,18,291,3,,,,,,,,
00-0028434,,,,,,,29,366,3,,,,,,,,
00-0024332,,,,,83,1,4,31,,,,,,,,,
00-0024315,,,,,49,,13,126,2,,,,,,,,
00-0026123,,,,,,,1,6,,,,,,,,,
00-0024463,,,,,11,,4,58,,,,,,,,,
00-0029159,,,,,,,3,31,,,,,,,,,
00-0026753,,,,,,,4,42,,,,,,,,,
00-0023742,,,,,-18,,,,,,,,,,,,
00-0026349,68,,,79.9,-5,,,,,,,,,,,,
