player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0029604,4093,27,13,93.9,179,4,,,,,,,,,,,
00-0031068,,,,,,,45,573,4,,,,,,,,
00-0024221,,,,,,,43,648,3,,,,,,,,
00-0031941,,,,,34,,66,789,3,,,,,,,,
00-0032760,,,,,-14,,35,502,6,,,,,,,,
00-0033526,,,,,603,1,22,182,1,,,,,,,,
00-0028093,,,,,4,,13,94,,,,,,,,,
00-0030404,,,,,294,2,39,510,4,,,,,,,,
00-0028825,,,,,,,20,240,1,,,,,,,,
00-0032371,,,,,194,3,4,18,,,,,,,,,
00-0030472,,,,,,,27,211,2,,,,,,,,
00-0029640,,,,,,,6,76,,,,,,,,,
00-0032964,,,,,32,,6,36,,,,,,,,,
00-0033528,,,,,,,2,13,1,,,,,,,,
00-0031102,,,,,79,,14,128,1,,,,,,,,
00-0032362,,,,,,,4,62,1,,,,,,,,
00-0033384,,,,,14,,,,,,,,,,,,
