player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0029429,,,,,564,4,13,56,,,,,,,,,
00-0025549,,,,,,,57,684,1,,,,,,,,
00-0026995,,,,,,,69,857,7,,,,,,,,
00-0024324,,,,,,,53,648,,,,,,,,,
00-0027029,,,,,840,2,54,373,3,,,,,,,,
00-0027725,,,,,,,25,186,2,,,,,,,,
00-0029435,,,,,12,,19,256,,,,,,,,,
00-0026189,,,,,-7,,45,700,2,,,,,,,,
00-0027758,,,,,,,23,248,3,,,,,,,,
00-0020245,2362,12,10,78.1,332,1,,,,,,,,,,,
00-0028178,,,,,22,1,7,43,,,,,,,,,
00-0029567,1699,6,5,79.1,42,1,,,,,,,,,,,
00-0028087,,,,,69,1,2,24,,,,,,,,,
00-0025479,14,,,95.8,,,,,,,,,,,,,
