player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0027874,,,,,,,94,1434,10,,,,,,,,
00-0027690,,,,,,,85,1064,13,,,,,,,,
00-0023630,,,,,,,41,356,5,,,,,,,,
00-0010346,4659,37,11,105.8,6,,,,,,,,,,,,
00-0026267,,,,,,,52,555,2,,,,,,,,
00-0015754,,,,,,,45,544,5,,,,,,,,
00-0029683,,,,,330,1,10,62,,,,,,,,,
00-0024756,,,,,,,10,90,,,,,,,,,
00-0026432,,,,,158,1,7,61,1,,,,,,,,
00-0022178,,,,,731,4,26,221,,,,,,,,,
00-0026988,,,,,525,4,21,167,,,,,,,,,
00-0029682,12,,,56.3,-13,,,,,,,,,,,,
00-0026237,,,,,14,,1,18,,,,,,,,,
00-0026209,,,,,81,2,1,7,,,,,,,,,
00-0028142,,,,,,,5,63,,,,,,,,,
00-0027419,,,,,,,1,11,,,,,,,,,
00-0023853,,,,39.6,,,,,,,,,,,,,
00-0027573,,,,,,,1,1,1,,,,,,,,
