player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0020397,,,,,39,,95,1274,9,,,,,,,,
00-0020407,,,,,1457,12,15,84,,,,,,,,,
00-0019808,,,,,158,,25,171,1,,,,,,,,
00-0020438,,,,,51,,73,978,4,,,,,,,,
00-0021429,2897,18,18,77.3,47,1,,,,,,,,,,,
00-0022171,,,,,-1,,31,378,3,,,,,,,,
00-0022141,,,,,5,,16,53,1,,,,,,,,
00-0021084,,,,,,,21,201,4,,,,,,,,
00-0009119,,,,,,,15,85,,,,,,,,,
00-0020268,,,,,,,10,48,1,,,,,,,,
00-0021931,,,,,,,8,67,,,,,,,,,
00-0021212,,,,,15,,1,21,,,,,,,,,
00-0009311,623,5,4,75.9,42,,,,,,,,,,,,
00-0022926,,,,,1,,3,33,,,,,,,,,
00-0019455,,,,,14,,11,127,,,,,,,,,
00-0022589,,,,,11,1,,,,,,,,,,,
