player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0001823,3832,26,22,76.4,358,1,,,,,,,,,,,
00-0007744,,,,39.6,4,,83,1265,9,,,,,,,,
00-0017915,,,,,1245,6,60,511,1,,,,,,,,
00-0008210,,,,,,,81,1046,5,,,,,,,,
00-0020527,12,1,,108.3,91,1,15,166,1,,,,,,,,
00-0018056,,,,,,,21,277,,,,,,,,,
00-0003378,,,,,6,,12,191,2,,,,,,,,
00-0020171,,,,,,,20,202,3,,,,,,,,
00-0019587,,,,,8,,4,30,2,,,,,,,,
00-0003103,,,,,,,13,138,4,,,,,,,,
00-0010843,,,,,,,7,43,1,,,,,,,,
00-0006666,,,,,,,2,15,,,,,,,,,
00-0010632,,,,,2,,,,,,,,,,,,
00-0001335,,,,39.6,-1,,,,,,,,,,,,
00-0002655,,,,,-1,,,,,,,,,,,,
