player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0003739,4717,39,11,110.9,406,2,,,,,,,,,,,
00-0021999,,,,,49,,68,1006,9,,,,,,,,
00-0013888,,,,,,,47,657,8,,,,,,,,
00-0017644,,,,,,,71,705,4,,,,,,,,
00-0017892,,,,,161,3,21,233,1,,,,,,,,
00-0020754,,,,,4,,19,364,1,,,,,,,,
00-0022138,,,,,544,2,36,394,2,,,,,,,,
00-0011754,37,,1,56.3,,,49,767,13,,,,,,,,
00-0020514,,,,,276,1,21,207,1,,,,,,,,
00-0022217,,,,39.6,379,,27,238,,,,,,,,,
00-0021636,,,,,,,9,78,,,,,,,,,
00-0022582,,,,,,,8,69,,,,,,,,,
00-0005589,,,,39.6,,,,,,,,,,,,,
00-0009323,,,,,,,2,24,,,,,,,,,
00-0022032,,,,,,,1,3,,,,,,,,,
00-0021305,,,,,,,1,9,,,,,,,,,
