player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0022901,,,,,,,41,681,7,,,,,,,,
00-0015218,,,,,,,70,1023,6,,,,,,,,
00-0023456,12,,,74.3,51,,36,432,5,,,,,,,,
00-0023561,,,,,149,1,32,240,,,,,,,,,
00-0022897,,,,,575,4,10,65,,,,,,,,,
00-0022177,2123,15,5,89.3,67,2,,,,,,,,,,,
00-0016098,,,,,787,3,13,83,,,,,,,,,
00-0022889,,,,,3,,35,445,,,,,,,,,
00-0001661,,,,,,,18,157,1,,,,,,,,
00-0021231,1117,4,1,83.9,185,3,,,,,,,,,,,
00-0021980,,,,,,,13,120,2,,,,,,,,
00-0022970,,,,,12,1,5,26,,,,,,,,,
00-0022057,,,,,142,4,3,17,,,,,,,,,
00-0022232,,,,,,,3,49,,,,,,,,,
00-0021460,,,,,,,3,15,,,,,,,,,
00-0020613,100,2,,119,1,,,,,,,,,,,,
00-0022089,,,,,,,1,-1,,,,,,,,,
