player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0009163,,,,,9,,56,854,5,,,,,,,,
00-0007661,,,,39.6,1420,27,74,690,,,,,,,,,
00-0006101,,,,,,,71,915,10,,,,,,,,
00-0006355,4039,24,12,92.6,83,2,,,,,,,,,,,
00-0019539,,,,,66,,40,423,1,,,,,,,,
00-0011727,,,,,94,,50,740,4,,,,,,,,
00-0013694,,,,,59,,12,76,,,,,,,,,
00-0020315,,,,,112,2,15,181,1,,,,,,,,
00-0020583,,,,,,,11,158,,,,,,,,,
00-0021976,,,,,85,1,1,2,,,,,,,,,
00-0003315,74,,,90.3,-7,,,,,,,,,,,,
00-0004637,,,,,,,5,35,3,,,,,,,,
00-0021087,,,,,,,3,19,,,,,,,,,
00-0020274,,,,,,,1,20,,,,,,,,,
