player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0033293,,,,,1084,16,49,474,3,,,,,,,,
00-0023459,4002,26,4,95.4,183,1,,,,,,,,,,,
00-0027696,,,,,,,38,447,3,,,,,,,,
00-0032626,,,,,7,,34,287,2,,,,,,,,
00-0034272,,,,,9,,26,452,2,,,,,,,,
00-0033948,,,,,460,1,39,253,5,,,,,,,,
00-0031381,,,,,,,83,997,5,,,,,,,,
00-0024243,,,,,,,15,156,1,,,,,,,,
00-0034521,,,,,21,,35,477,3,,,,,,,,
00-0031787,,,,,,,12,219,1,,,,,,,,
00-0032794,,,,,3,,7,97,,,,,,,,,
00-0033757,,,,,,,10,100,1,,,,,,,,
00-0034177,15,,,80.2,-7,,,,,,,,,,,,
00-0034995,,,,,11,,,,,,,,,,,,
00-0031068,,,,,,,4,14,,,,,,,,,
00-0032404,,,,,10,,2,11,,,,,,,,,
