player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021429,4671,35,11,104.6,24,1,,,,,,,,,,,
00-0032187,,,,,581,8,36,457,4,,,,,,,,
00-0022921,,,,,,,109,1215,9,,,,,,,,
00-0031051,,,,,22,,65,1003,7,,,,,,,,
00-0029638,,,,,,,52,849,6,,,,,,,,
00-0027873,,,,,,,18,223,1,,,,,,,,
00-0029738,,,,,,,21,311,3,,,,,,,,
00-0030287,,,,,289,3,15,148,,,,,,,,,
00-0030300,,,,,,,11,144,1,,,,,,,,
00-0032112,,,,,,,11,299,2,,,,,,,,
00-0025430,104,,2,22.8,-13,,,,,,,,,,,,
00-0030282,,,,,58,,1,4,,,,,,,,,
00-0030117,,,,,142,1,2,16,,,,,,,,,
00-0031044,,,,,,,4,33,2,,,,,,,,
00-0029336,,,,,,,1,5,,,,,,,,,
00-0027869,,,,,,,1,10,,,,,,,,,
