player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0027939,2657,8,10,82.9,592,12,2,35,1,,,,,,,,
00-0031868,,,,,15,,47,604,1,,,,,,,,
00-0031062,,,,,121,2,49,375,1,,,,,,,,
00-0035624,,,,,,,33,309,2,,,,,,,,
00-0034960,43,2,,158.3,9,,59,729,,,,,,,,,
00-0035657,,,,,691,2,5,52,,,,,,,,,
00-0030288,,,,,274,3,25,192,3,,,,,,,,
00-0034439,,,,,,,13,199,,,,,,,,,
00-0034845,,,,,449,1,7,114,1,,,,,,,,
00-0035726,,,,,,,8,35,1,,,,,,,,
00-0035645,,,,,23,,5,62,1,,,,,,,,
00-0027150,38,,,118.8,22,,21,315,,,,,,,,,
00-0036096,,,,,110,,1,4,,,,,,,,,
00-0035264,256,2,3,54.7,7,,,,,,,,,,,,
00-0036194,,,,,,,2,39,1,,,,,,,,
00-0036225,,,,,,,3,16,,,,,,,,,
00-0031339,,,,,4,,1,15,,,,,,,,,
00-0026625,130,,1,59.4,8,,,,,,,,,,,,
