player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0032950,3782,16,14,79.3,150,2,1,7,,,,,,,,,
00-0023564,,,,,438,2,52,427,2,,,,,,,,
00-0031549,,,,,14,,36,365,2,,,,,,,,
00-0032218,,,,,,,36,392,2,,,,,,,,
00-0031299,,,,,,,73,804,3,,,,,,,,
00-0030710,,,,,,,37,327,1,,,,,,,,
00-0030061,,,,,,,78,816,4,,,,,,,,
00-0027864,,,,,661,8,13,115,1,,,,,,,,
00-0032782,,,,,312,1,6,55,,,,,,,,,
00-0025549,,,,,,,14,155,,,,,,,,,
00-0030465,,,,,129,2,5,42,,,,,,,,,
00-0032724,,,,,7,,3,80,,,,,,,,,
00-0032841,,,,,,,9,126,,,,,,,,,
00-0032964,,,,,64,,3,10,,,,,,,,,
00-0026544,16,,,118.8,,,,,,,,,,,,,
00-0031793,,,,,28,1,1,5,,,,,,,,,
