player_id,pass_yds,pass_td,pass_int,passer_rating,rush_yds,rush_td,receptions,rec_yds,rec_td,sacks,tackles,def_int,forced_fumbles,fg_made,fg_att,fg_pct,punt_avg
00-0021429,3836,32,12,101.1,44,1,,,,,,,,,,,
00-0020397,,,,,33,,97,1432,9,,,,,,,,
00-0020407,,,,,1458,12,23,90,,,,,,,,,
00-0022926,,,,,279,,51,328,2,,,,,,,,
00-0020438,,,,,62,1,78,956,7,,,,,,,,
00-0021084,,,,,,,18,193,1,,,,,,,,
00-0023518,,,,,,,31,422,6,,,,,,,,
00-0022141,,,,,14,,12,65,3,,,,,,,,
00-0021931,,,,,,,19,211,1,,,,,,,,
00-0009119,,,,,,,15,90,1,,,,,,,,
00-0022171,,,,,,,10,101,1,,,,,,,,
00-0023623,,,,,9,1,4,21,1,,,,,,,,
00-0009311,99,,2,36.4,14,,,,,,,,,,,,
00-0020268,,,,,,,4,26,,,,,,,,,
