player_id,name,position,secondary_positions,jersey_number,height,weight,birth_date,college,years_exp,games,games_started,scout_grade,awards,notes
,Adrian Wright,RB,,,73,230,1961-10-13,,,14,,,,nflverse
,Arthur Wells,TE,,,76,236,1963-02-01,,,14,,,,nflverse
,Bobby Futrell,CB,,,71,190,1962-08-04,,,14,,,,nflverse
,Bobby Howard,RB,,,72,210,1964-06-01,,,14,,,,nflverse
,Bobby Kemp,CB,,,72,189,1959-05-29,,,14,,,,nflverse
,Brian Gant,LB,,,72,235,1965-09-06,,,14,,,,nflverse
00-0007423,Bruce Hill,WR,,,72,175,1964-02-29,Arizona State,0,14,,,,nflverse
,Calvin Magee,TE,,,75,235,1963-04-23,,,14,,,,nflverse
,Calvin Turner,DT,,,76,270,1960-04-10,,,14,,,,nflverse
,Cam Jacobs,LB,,,74,230,1962-03-10,,,14,,,,nflverse
,Charles Gladman,RB,,,71,205,1966-09-02,,,14,,,,nflverse
,Charles Riggins,EDGE,,,77,295,1959-11-09,,,14,,,,nflverse
,Chris Washington,LB,,,76,220,1962-03-06,,,14,,,,nflverse
,Chuck Pitcock,C,,,76,272,1958-02-20,,,14,,,,nflverse
,Cliff Austin,RB,,,72,203,1960-03-02,,,14,,,,nflverse
,Conrad Goode,LG,RG,,78,285,1962-01-19,,,14,,,,nflverse
,Curt Jarvis,DT,,,74,266,1965-01-28,,,14,,,,nflverse
00-0009582,Dan Land,RB,,,72,190,1965-07-03,Albany State (GA),0,14,,,,nflverse
,Dan Sileo,DT,,,74,282,1964-01-03,,,14,,,,nflverse
00-0016686,Dan Turk,LG,RG,,76,259,1962-06-25,Wisconsin; Drake,2,14,,,,nflverse
,Dave Heffernan,LG,RG,,76,255,1962-10-28,,,14,,,,nflverse
,David Jackson,WR,,,68,175,1965-01-02,,,14,,,,nflverse
,David Jordan,LG,RG,,78,274,1962-06-14,,,14,,,,nflverse
,Derek Holloway,WR,,,67,166,1961-01-17,,,14,,,,nflverse
,Derrick Thomas,RB,,,72,232,1965-03-08,,,14,,,,nflverse
,Don Anderson,CB,,,70,196,1963-07-08,,,14,,,,nflverse
,Don Graham,LB,,,74,244,1964-01-31,,,14,,,,nflverse
,Don Pumphrey,LT,RT,,76,275,1963-11-22,,,14,,,,nflverse
,Donald Igwebuike,K,,,69,170,1960-12-27,,,14,,,,nflverse
,Dwayne Dixon,WR,,,73,205,1962-08-02,,,14,,,,nflverse
,Eddie Hunter,RB,,,70,205,1965-01-20,,,14,,,,nflverse
,Eric Streater,WR,,,71,165,1964-03-21,,,14,,,,nflverse
00-0013404,Ervin Randle,LB,,,73,250,1962-10-12,Baylor,2,14,,,,nflverse
,Frank Garcia,P,,,72,205,1957-06-05,,,14,,,,nflverse
,Fred McCallister,LB,,,73,250,1962-02-17,,,14,,,,nflverse
,Fred Nordgren,DT,,,72,240,1959-12-11,,,14,,,,nflverse
,Gene Taylor,WR,,,74,189,1962-11-12,,,14,,,,nflverse
,George Yarno,LG,RG,,74,260,1957-08-12,,,14,,,,nflverse
,Gerald Carter,WR,,,73,190,1957-06-19,,,14,,,,nflverse
,Greg Boone,RB,,,69,196,1962-01-08,,,14,,,,nflverse
,Harold Ricks,RB,,,70,200,1962-12-26,,,14,,,,nflverse
00-0015958,Harry Swayne,EDGE,,,77,268,1965-02-02,Rutgers,0,14,,,,nflverse
,Herkie Walls,WR,,,68,159,1961-07-18,,,14,,,,nflverse
,Hoss Johnson,LT,RT,,76,295,1963-06-08,,,14,,,,nflverse
,Ivory Curry,CB,,,71,185,1961-02-06,,,14,,,,nflverse
,J.D. Maarleveld,LT,RT,,78,300,1961-10-24,,,14,,,,nflverse
,Jackie Walker,LB,,,77,245,1962-11-03,,,14,,,,nflverse
,James Evans,RB,,,72,220,1963-08-17,,,14,,,,nflverse
,James Wilder,RB,,,75,225,1958-05-12,,,14,,,,nflverse
,Jeff Davis,LB,,,72,230,1960-01-26,,,14,,,,nflverse
,Jeff George,CB,,,73,185,1957-12-24,,,14,,,,nflverse
,Jeff Modesitt,TE,,,77,245,1964-01-01,,,14,,,,nflverse
,Jeff Smith,RB,,,69,201,1962-03-22,,,14,,,,nflverse
,Jim Ramey,EDGE,,,76,261,1957-03-09,,,14,,,,nflverse
,Jim Zorn,QB,,,74,200,1953-05-10,,,14,,,,nflverse
,John Cannon,EDGE,,,77,250,1960-07-30,,,14,,,,nflverse
,John Hunt,LG,RG,,76,254,1962-11-06,,,14,,,,nflverse
,John Reaves,QB,,,75,210,1950-03-02,,,14,,,,nflverse
,Kevin Kellin,DT,,,78,260,1959-11-16,,,14,,,,nflverse
00-0011844,Kevin Murphy,LB,,,74,230,1963-09-08,Oklahoma,1,14,,,,nflverse
,Kevin Walker,CB,,,71,180,1963-10-20,,,14,,,,nflverse
,Lee Paige,CB,,,72,197,1960-10-16,,,14,,,,nflverse
,Leon Pennington,LB,,,73,225,1963-12-25,,,14,,,,nflverse
,Marcus Quinn,CB,,,73,205,1959-06-27,,,14,,,,nflverse
00-0002687,Mark Carrier,WR,,,72,182,1965-10-28,Nicholls State,0,14,,,,nflverse
,Mark Cooper,LT,RT,,77,270,1960-02-14,,,14,,,,nflverse
,Marvin Powell,LT,RT,,77,268,1955-08-30,,,14,,,,nflverse
,Mike Clark,EDGE,,,76,253,1959-03-30,,,14,,,,nflverse
,Mike Hold,QB,,,72,190,1963-03-16,,,14,,,,nflverse
,Mike Shula,QB,,,74,200,1965-06-03,,,14,,,,nflverse
,Mike Stensrud,DT,,,77,290,1956-02-19,,,14,,,,nflverse
,Miles Turpin,LB,,,76,230,1964-05-15,,,14,,,,nflverse
,Pat Teague,LB,,,73,225,1963-10-22,,,14,,,,nflverse
,Paul O'Connor,LG,RG,,75,270,1962-11-07,,,14,,,,nflverse
,Paul Tripoli,CB,,,72,197,1961-12-14,,,14,,,,nflverse
,Phil Freeman,WR,,,71,185,1962-12-09,,,14,,,,nflverse
00-0006473,Randy Grimes,C,,,76,280,1960-07-20,Baylor,4,14,,,,nflverse
,Ray Criswell,P,,,72,189,1963-08-16,,,14,,,,nflverse
,Ray Isom,CB,,,69,190,1965-12-27,,,14,,,,nflverse
,Reggie Smith,LT,RT,,77,295,1961-08-29,,,14,,,,nflverse
,Rick Mallory,LG,RG,,74,265,1960-10-21,,,14,,,,nflverse
,Rick Woods,CB,,,72,196,1959-11-16,,,14,,,,nflverse
00-0013618,Ricky Reynolds,CB,,,71,182,1965-01-19,Washington State,0,14,,,,nflverse
00-0016140,Rob Taylor,LT,RT,,78,281,1960-11-14,Northwestern,1,14,,,,nflverse
00-0008857,Rod Jones,CB,,,72,175,1964-03-31,SMU,1,14,,,,nflverse
00-0006678,Ron Hall,TE,,,76,238,1964-03-15,Hawaii; Pomona State,0,14,,,,nflverse
00-0007224,Ron Heller,LT,RT,,78,265,1962-08-25,Penn State,3,14,,,,nflverse
00-0007663,Ron Holmes,EDGE,,,76,255,1963-08-26,Washington,2,14,,,,nflverse
,Roy Harris,DT,,,74,264,1961-03-26,,,14,,,,nflverse
,Rufus Brown,LG,RG,,74,295,1962-06-19,,,14,,,,nflverse
,Sankar Montoute,LB,,,75,230,1961-02-02,,,14,,,,nflverse
,Scot Brantley,LB,,,73,230,1958-02-24,,,14,,,,nflverse
,Solomon Miller,WR,,,73,185,1964-12-06,,,14,,,,nflverse
,Sonny Gordon,CB,,,71,192,1965-07-30,,,14,,,,nflverse
,Stanley Shakespeare,WR,,,72,190,1963-02-05,,,14,,,,nflverse
,Steve Bartalo,RB,,,69,200,1964-07-15,,,14,,,,nflverse
,Steve Carter,WR,,,70,170,1962-09-12,,,14,,,,nflverse
00-0004116,Steve DeBerg,QB,,,75,205,1954-01-19,San Jose State; Fullerton,10,14,,,,nflverse
,Steve Holloway,TE,,,75,235,1964-08-23,,,14,,,,nflverse
,Tim King,CB,,,74,190,1960-03-07,,,14,,,,nflverse
00-0010906,Tom McHale,EDGE,,,76,275,1963-02-25,Cornell; Maryland,0,14,,,,nflverse
,Torin Clark,CB,,,73,175,1963-12-31,,,14,,,,nflverse
,Tyrone Keys,EDGE,,,79,260,1959-10-24,,,14,,,,nflverse
00-0016193,Vinny Testaverde,QB,,,77,220,1963-11-13,Miami,0,14,,,,nflverse
,Vito McKeever,CB,,,72,180,1961-10-08,,,14,,,,nflverse
,Walter Carter,EDGE,,,76,276,1957-12-19,,,14,,,,nflverse
00-0011757,Winston Moss,LB,,,75,235,1965-12-24,Miami,0,14,,,,nflverse
