player_id,name,position,secondary_positions,jersey_number,height,weight,birth_date,college,years_exp,games,games_started,scout_grade,awards,notes
,Ben Williams,EDGE,,0,75,245,1954-09-01,,,14,,,,nflverse
,Bill Acker,DT,,0,75,255,1956-11-07,,,14,,,,nflverse
,Bill Hurley,CB,,0,71,195,1957-06-15,,,14,,,,nflverse
,Booker Moore,RB,,0,71,224,1959-06-23,,,14,,,,nflverse
,Buster Barnett,TE,,0,77,225,1958-11-24,,,14,,,,nflverse
,Byron Franklin,WR,,0,73,179,1958-09-04,,,14,,,,nflverse
,Charles Romes,CB,,0,73,191,1954-12-16,,,14,,,,nflverse
,Chris Keating,LB,,0,74,223,1957-10-12,,,14,,,,nflverse
,Chris Williams,S,,0,72,197,1959-01-02,,,14,,,,nflverse
,Darryl Caldwell,LG,RG,0,77,245,1960-02-02,,,14,,,,nflverse
00-0016029,Darryl Talley,LB,,0,76,231,1960-07-10,,,14,,,,nflverse
,Dave Kilson,CB,,0,73,200,1960-08-11,,,14,,,,nflverse
,Ervin Parker,LB,,0,76,236,1958-08-19,,,14,,,,nflverse
00-0010488,Eugene Marve,LB,,0,74,230,1960-08-14,,,14,,,,nflverse
,Frank Lewis,WR,,0,73,196,1947-07-04,,,14,,,,nflverse
00-0015072,Fred Smerlas,DT,,0,75,270,1957-04-08,,,14,,,,nflverse
,Gary Thompson,CB,,0,72,180,1959-02-23,,,14,,,,nflverse
,Greg Cater,P,,0,72,191,1957-04-17,,,14,,,,nflverse
,Jerry Butler,WR,,0,72,178,1957-10-12,,,14,,,,nflverse
,Jim Haslett,LB,,0,75,232,1955-12-09,,,14,,,,nflverse
00-0013771,Jim Ritcher,LG,RG,0,75,251,1958-05-21,,,14,,,,nflverse
,Joe Cribbs,RB,,0,71,190,1958-01-05,,,14,,,,nflverse
,Joe Danelo,K,,0,69,166,1953-09-02,,,14,,,,nflverse
,Joe Dufek,QB,,0,76,215,1961-08-23,,,14,,,,nflverse
,Joe Ferguson,QB,,0,73,195,1950-04-23,,,14,,,,nflverse
,Joey Lumpkin,LB,,0,74,230,1960-02-19,,,14,,,,nflverse
,Jon Borchardt,LG,RG,0,77,255,1957-08-13,,,14,,,,nflverse
,Judson Flint,CB,,0,72,201,1957-01-26,,,14,,,,nflverse
,Julius Dawkins,WR,,0,73,196,1961-01-04,,,14,,,,nflverse
,Justin Cross,LT,RT,0,78,257,1959-04-29,,,14,,,,nflverse
,Ken Johnson,EDGE,,0,77,253,1955-03-25,,,14,,,,nflverse
,Ken Jones,LT,RT,0,77,252,1952-12-01,,,14,,,,nflverse
,Len Walterscheid,CB,,0,71,190,1954-09-13,,,14,,,,nflverse
,Lucius Sanford,LB,,0,74,216,1956-02-14,,,14,,,,nflverse
,Mario Clark,CB,,0,74,190,1954-03-29,,,14,,,,nflverse
,Mark Brammer,TE,,0,75,238,1958-05-03,,,14,,,,nflverse
,Mark Merrill,LB,,0,76,237,1955-05-05,,,14,,,,nflverse
,Mark Roopenian,DT,,0,77,254,1958-07-10,,,14,,,,nflverse
,Matt Kofler,QB,,0,75,192,1959-08-30,,,14,,,,nflverse
,Mike Kennedy,S,,0,72,195,1959-02-26,,,14,,,,nflverse
,Mike Mosley,WR,,0,74,192,1958-06-06,,,14,,,,nflverse
,Perry Tuttle,WR,,0,72,178,1959-08-02,,,14,,,,nflverse
,Phil Villapiano,LB,,0,74,225,1949-02-26,,,14,,,,nflverse
,Robb Riddick,RB,,0,72,195,1957-04-26,,,14,,,,nflverse
,Rod Kush,S,,0,72,188,1956-12-29,,,14,,,,nflverse
,Roosevelt Leaks,RB,,0,70,225,1953-01-31,,,14,,,,nflverse
,Scott Hutchinson,EDGE,,0,76,246,1956-05-27,,,14,,,,nflverse
,Scott Virkus,EDGE,,0,77,248,1959-09-07,,,14,,,,nflverse
,Sherman White,EDGE,,0,77,250,1948-10-06,,,14,,,,nflverse
,Steve Freeman,S,,0,71,185,1953-05-08,,,14,,,,nflverse
,Tim Vogler,C,,0,75,245,1956-10-02,,,14,,,,nflverse
,Tom Lynch,LT,RT,0,77,260,1955-05-24,,,14,,,,nflverse
,Tony Hunter,TE,,0,76,237,1960-05-22,,,14,,,,nflverse
00-0008961,Trey Junkin,LB,,0,74,221,1961-01-23,,,14,,,,nflverse
,Van Williams,RB,,0,72,208,1959-03-15,,,14,,,,nflverse
,Will Grant,C,,0,75,248,1954-03-07,,,14,,,,nflverse
