player_id,name,position,secondary_positions,jersey_number,height,weight,birth_date,college,years_exp,games,games_started,scout_grade,awards,notes
00-0014486,Adam Schreiber,LG,RG,,76,284,1962-02-20,Texas,3,14,,,,nflverse
,Alan Reid,RB,,,68,190,1960-09-06,,,14,,,,nflverse
,Alonzo Johnson,LB,,,75,222,1963-04-04,,,14,,,,nflverse
,Alvin Ross,RB,,,71,235,1963-05-03,,,14,,,,nflverse
00-0017285,Andre Waters,CB,,,71,182,1962-03-10,University of Cheyney,3,14,,,,nflverse
,Angelo James,CB,,,72,180,1962-06-13,,,14,,,,nflverse
,Anthony Toney,RB,,,72,227,1962-09-23,,,14,,,,nflverse
00-0016037,Ben Tamburello,LG,RG,,75,278,1964-09-09,Auburn,0,14,,,,nflverse
,Bob Landsee,C,,,76,273,1964-03-21,,,14,,,,nflverse
00-0011721,Bobby Morse,RB,,,70,201,1965-10-03,Michigan State,0,14,,,,nflverse
00-0004971,Byron Evans,LB,,,74,225,1964-02-23,Arizona,0,14,,,,nflverse
,Byron Lee,LB,,,74,230,1964-09-08,,,14,,,,nflverse
,Carlos Bradley,LB,,,72,224,1960-04-27,,,14,,,,nflverse
,Cedrick Brown,CB,,,70,178,1964-09-06,,,14,,,,nflverse
,Charles Crawford,RB,,,74,235,1964-03-08,,,14,,,,nflverse
,Chris Gerhard,CB,,,70,185,1964-07-06,,,14,,,,nflverse
,Chris Johnson,CB,,,76,225,1960-12-03,,,14,,,,nflverse
,Chuck Gorecki,LB,,,76,237,1964-04-07,,,14,,,,nflverse
00-0014894,Clyde Simmons,EDGE,,,77,247,1964-08-04,Western Carolina,1,14,,,,nflverse
00-0002721,Cris Carter,WR,,,75,194,1965-11-25,Ohio State,0,14,,,,nflverse
,Dan McMillen,EDGE,,,76,240,1964-02-23,,,14,,,,nflverse
,Dave Brown,LB,,,74,215,1964-01-17,,,14,,,,nflverse
,Dave Jacobs,K,,,67,151,1957-07-01,,,14,,,,nflverse
00-0009967,Dave Little,TE,,,74,240,1961-04-18,Middle Tennessee State,3,14,,,,nflverse
00-0000144,David Alexander,LG,RG,,75,279,1964-07-28,Tulsa,0,14,,,,nflverse
,Dwayne Jiles,LB,,,76,242,1961-11-23,,,14,,,,nflverse
