player_id,name,position,secondary_positions,jersey_number,height,weight,birth_date,college,years_exp,games,games_started,scout_grade,awards,notes
,Al Matthews,CB,,0,71,190,1947-11-07,,,14,,,,nflverse
,Bart Starr,QB,,0,73,195,1934-01-09,,,14,,,,nflverse
,Bill Hayhoe,LT,RT,0,80,258,1946-09-06,,,14,,,,nflverse
,Bill Lueck,LG,RG,0,75,250,1946-04-07,,,14,,,,nflverse
,Bob Brown,EDGE,,0,77,260,1940-02-22,,,14,,,,nflverse
,Bob Jeter,CB,,0,73,200,1937-05-09,,,14,,,,nflverse
,Carroll Dale,WR,,0,74,200,1938-04-24,,,14,,,,nflverse
,Clarence Williams,EDGE,,0,77,255,1946-09-03,,,14,,,,nflverse
,Cleo Walker,LB,,0,75,219,1948-02-07,,,14,,,,nflverse
,Dale Livingston,K,,0,72,210,1945-03-12,,,14,,,,nflverse
,Dave Bradley,LG,RG,0,76,245,1947-02-13,,,14,,,,nflverse
,Dave Hampton,RB,,0,72,210,1947-05-07,,,14,,,,nflverse
,Dave Robinson,LB,,0,75,245,1941-05-03,,,14,,,,nflverse
,Dick Himes,LT,RT,0,76,244,1946-05-25,,,14,,,,nflverse
,Don Horn,QB,,0,74,195,1945-03-09,,,14,,,,nflverse
,Donny Anderson,RB,,0,74,215,1943-05-16,,,14,,,,nflverse
,Doug Hart,S,,0,72,190,1939-06-03,,,14,,,,nflverse
,Ervin Hunt,CB,,0,74,190,1947-07-01,,,14,,,,nflverse
,Forrest Gregg,LT,RT,0,76,250,1933-10-18,,,14,,,,nflverse
,Francis Peay,LT,RT,0,77,250,1944-05-23,,,14,,,,nflverse
,Frank Patrick,QB,,0,79,225,1947-03-11,,,14,,,,nflverse
,Fred Carr,LB,,0,77,238,1946-08-19,,,14,,,,nflverse
,Gale Gillingham,LG,RG,0,75,255,1944-02-03,,,14,,,,nflverse
,Jack Clancy,WR,,0,74,195,1944-06-18,,,14,,,,nflverse
,Jim Carter,LB,,0,75,235,1948-10-18,,,14,,,,nflverse
,Jim Flanigan,LB,,0,75,240,1945-04-15,,,14,,,,nflverse
,Jim Grabowski,RB,,0,74,220,1944-09-09,,,14,,,,nflverse
,John Hilton,TE,,0,77,225,1942-03-12,,,14,,,,nflverse
,John Spilis,WR,,0,75,205,1947-10-14,,,14,,,,nflverse
,Ken Bowman,C,,0,75,230,1942-12-15,,,14,,,,nflverse
,Ken Ellis,CB,,0,70,190,1947-09-27,,,14,,,,nflverse
,Kevin Hardy,DT,,0,77,276,1945-07-28,,,14,,,,nflverse
,Larry Krause,RB,,0,72,208,1948-04-22,,,14,,,,nflverse
,Lee Harden,CB,,0,71,195,1947-08-17,,,14,,,,nflverse
,Lionel Aldridge,EDGE,,0,75,254,1941-02-14,,,14,,,,nflverse
,Malcolm Walker,C,,0,76,250,1943-05-24,,,14,,,,nflverse
,Marty Amsler,EDGE,,0,77,255,1942-10-26,,,14,,,,nflverse
,Mike Carter,WR,,0,73,210,1948-02-18,,,14,,,,nflverse
,Mike McCoy,DT,,0,77,284,1948-09-06,,,14,,,,nflverse
,Perry Williams,RB,,0,74,219,1946-12-11,,,14,,,,nflverse
,Ray Nitschke,LB,,0,75,235,1936-12-29,,,14,,,,nflverse
,Rich McGeorge,TE,,0,76,235,1948-09-14,,,14,,,,nflverse
,Rich Moore,DT,,0,78,280,1947-04-26,,,14,,,,nflverse
,Rick Norton,QB,,0,74,200,1943-11-16,,,14,,,,nflverse
,Rudy Kuechenberg,LB,,0,72,215,1943-02-07,,,14,,,,nflverse
,Travis Williams,RB,,0,73,210,1946-01-14,,,14,,,,nflverse
,Willie Wood,S,,0,70,190,1936-12-23,,,14,,,,nflverse
