player_id,name,position,secondary_positions,jersey_number,height,weight,birth_date,college,years_exp,games,games_started,scout_grade,awards,notes
,Bill Staley,DT,,0,75,250,1946-09-09,,,14,,,,nflverse
,Bill Tucker,RB,,0,74,219,1943-09-14,,,14,,,,nflverse
,Bob Jeter,CB,,0,73,200,1937-05-09,,,14,,,,nflverse
,Bob Newton,LG,RG,0,76,250,1949-08-16,,,14,,,,nflverse
,Bob Wallace,TE,,0,75,211,1945-10-07,,,14,,,,nflverse
,Bobby Douglass,QB,,0,76,225,1947-06-22,,,14,,,,nflverse
,Bobby Joe Green,P,,0,71,175,1936-05-07,,,14,,,,nflverse
,Buddy Lee,QB,,0,76,215,1948-01-31,,,14,,,,nflverse
,Cecil Turner,WR,,0,70,176,1944-04-02,,,14,,,,nflverse
,Charlie Ford,CB,,0,75,185,1948-12-10,,,14,,,,nflverse
,Cliff Hardy,CB,,0,72,188,1947-01-28,,,14,,,,nflverse
,Cyril Pinder,RB,,0,74,210,1946-11-13,,,14,,,,nflverse
,Dave Hale,DT,,0,80,255,1947-06-21,,,14,,,,nflverse
,Dick Butkus,LB,,0,75,245,1942-12-09,,,14,,,,nflverse
,Dick Gordon,WR,,0,71,190,1944-01-01,,,14,,,,nflverse
,Don Shy,RB,,0,73,210,1945-11-15,,,14,,,,nflverse
,Doug Buffone,LB,,0,75,230,1944-06-27,,,14,,,,nflverse
,Earl Thomas,TE,,0,75,224,1948-10-04,,,14,,,,nflverse
,Ed O'Bradovich,EDGE,,0,75,255,1940-05-21,,,14,,,,nflverse
,Gale Sayers,RB,,0,72,198,1943-05-30,,,14,,,,nflverse
,Garry Lyle,S,,0,74,198,1945-10-20,,,14,,,,nflverse
,Gene Hamlin,C,,0,75,240,1946-07-26,,,14,,,,nflverse
,George Farmer,WR,,0,76,214,1948-04-19,,,14,,,,nflverse
,George Seals,DT,,0,75,260,1942-10-02,,,14,,,,nflverse
,Glen Holloway,LG,RG,0,75,250,1948-09-16,,,14,,,,nflverse
,Jack Concannon,QB,,0,75,205,1943-02-25,,,14,,,,nflverse
,Jeff Curchin,LT,RT,0,79,255,1947-12-17,,,14,,,,nflverse
,Jerry Moore,S,,0,75,208,1949-03-16,,,14,,,,nflverse
,Jim Cadile,LG,RG,0,76,240,1940-07-16,,,14,,,,nflverse
,Jim Grabowski,RB,,0,74,220,1944-09-09,,,14,,,,nflverse
,Jim Harrison,RB,,0,76,235,1948-09-10,,,14,,,,nflverse
,Jim Seymour,WR,,0,76,210,1946-11-24,,,14,,,,nflverse
,Jimmy Gunn,LB,,0,73,220,1948-11-27,,,14,,,,nflverse
,Joe Moore,RB,,0,73,205,1949-06-29,,,14,,,,nflverse
,Joe Taylor,CB,,0,73,200,1939-08-27,,,14,,,,nflverse
,John Hoffman,EDGE,,0,79,260,1943-08-02,,,14,,,,nflverse
,Kent Nix,QB,,0,74,195,1944-03-12,,,14,,,,nflverse
,Larry Rowden,LB,,0,74,220,1949-03-17,,,14,,,,nflverse
,Mac Percival,K,,0,76,220,1940-02-26,,,14,,,,nflverse
,Randy Jackson,LT,RT,0,77,250,1944-03-06,,,14,,,,nflverse
,Ray Ogden,TE,,0,77,225,1942-09-02,,,14,,,,nflverse
,Rich Coady,C,,0,75,245,1944-12-17,,,14,,,,nflverse
,Ron Smith,S,,0,73,195,1943-05-03,,,14,,,,nflverse
,Ross Brupbacher,LB,,0,75,215,1948-04-07,,,14,,,,nflverse
,Steve Wright,LT,RT,0,78,250,1942-07-17,,,14,,,,nflverse
,Tony McGee,DT,,0,76,250,1949-01-18,,,14,,,,nflverse
,Willie Holman,EDGE,,0,76,250,1945-02-27,,,14,,,,nflverse
