player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000007,,Rabih Abdullah,RB,RB,,TB,2001,15,REG,NO,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,6,0,0,0,0,-1.98377028526738,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.6,0.6
00-0000007,,Rabih Abdullah,RB,RB,,TB,2001,17,REG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,8,34,0,0,0,1,1.14638516493142,0,2,2,26,0,0,0,0,0,2,2.19201069039991,0,0,0.0645161290322581,,,0,6,8
00-0000145,,Derrick Alexander,WR,WR,,KC,2001,1,REG,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,6,0,0,0,0,0,0,0,-3.1816884058062,0,,0.166666666666667,,,0,0,0
00-0000145,,Derrick Alexander,WR,WR,,KC,2001,3,REG,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,15,0,0,0,1,1.0614278903231,0,3,5,48,0,0,0,0,0,3,2.09160175872967,0,0,0.166666666666667,,,0,6.3,9.3
00-0000145,,Derrick Alexander,WR,WR,,KC,2001,4,REG,DEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,8,33,0,0,0,0,0,1,-4.24537949386169,0,0,0.205128205128205,,,0,3.3,7.3
00-0000145,,Derrick Alexander,WR,WR,,KC,2001,5,REG,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,8,10,0,0,0,0,0,1,-2.60078504210105,0,0,0.25,,,0,1,2
00-0000145,,Derrick Alexander,WR,WR,,KC,2001,6,REG,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,9,99,1,0,0,0,0,3,2.35749956328073,0,0,0.219512195121951,,,0,15.9,19.9
00-0000145,,Derrick Alexander,WR,WR,,KC,2001,9,REG,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,3,25,0,0,0,0,0,1,-0.319109054049477,0,0,0.1,,,0,2.5,3.5
00-0000145,,Derrick Alexander,WR,WR,,KC,2001,11,REG,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,56,0,0,0,0,0,2,4.52379765792284,0,0,0.12,,,0,5.6,7.6
00-0000145,,Derrick Alexander,WR,WR,,KC,2001,12,REG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,5,39,1,0,0,0,0,4,3.2708832534845,0,0,0.142857142857143,,,0,9.9,13.9
