player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000865,,Charlie Batch,QB,QB,,PIT,2007,1,REG,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.1,-0.1
00-0000865,,Charlie Batch,QB,QB,,PIT,2007,2,REG,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,-2,0,0,0,0,-3.01398417749442,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.2,-0.2
00-0000865,,Charlie Batch,QB,QB,,PIT,2007,3,REG,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,0,0,0,0,0,-2.10630742498324,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
00-0000865,,Charlie Batch,QB,QB,,PIT,2007,5,REG,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,-1,0,0,0,0,-1.84474663849687,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.1,-0.1
00-0000865,,Charlie Batch,QB,QB,,PIT,2007,9,REG,BAL,1,5,14,0,1,0,0,0,0,62,0,1,-4.83824430989534,0,0.225806451612903,-0.091553493978508,2,0,0,0,0,0,-2.63767229177756,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-1.44,-1.44
00-0000865,,Charlie Batch,QB,QB,,PIT,2007,16,REG,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.2,-0.2
00-0000865,,Charlie Batch,QB,QB,,PIT,2007,17,REG,BAL,16,31,218,2,2,0,0,0,0,370,105,9,0.260049507487565,0,0.589189189189189,0.103193097071024,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,12.62,12.62
00-0001157,,Mitch Berger,P,SPEC,,ARI,2007,14,REG,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,0,0,1,0,0,0.226181645877659,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
00-0001477,,Marty Booker,WR,WR,,MIA,2007,1,REG,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,12,0,0,0,1,1.23484814871335,0,3,3,20,0,0,0,9,11,1,0.278100255530715,0,2.22222222222222,0.125,0.0775862068965517,0.241810344827586,0,3.2,6.2
00-0001477,,Marty Booker,WR,WR,,MIA,2007,2,REG,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,4,79,1,0,0,66,13,4,7.58767178503331,0,1.1969696969697,0.173913043478261,0.305555555555556,0.47475845410628,0,13.9,17.9
00-0001477,,Marty Booker,WR,WR,,MIA,2007,3,REG,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,5,60,0,0,0,45,15,4,5.81505271536298,0,1.33333333333333,0.217391304347826,0.302013422818792,0.537496352494894,0,6,11
00-0001477,,Marty Booker,WR,WR,,MIA,2007,4,REG,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,8,0,0,0,8,0,1,1.31201563216746,0,1,0.0714285714285714,0.119402985074627,0.190724946695096,0,0.8,1.8
