player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000865,,Charlie Batch,QB,QB,,PIT,2012,12,REG,CLE,20,34,199,0,3,1,6,0,0,327,129,10,-8.3557533287094,0,0.608562691131499,-0.00717834182014497,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,1.96,1.96
00-0000865,,Charlie Batch,QB,QB,,PIT,2012,13,REG,BAL,25,36,276,1,1,2,6,1,0,336,128,12,6.70972162817384,0,0.821428571428571,0.16779521810072,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,13.04,13.04
00-0004541,,Donald Driver,WR,WR,,GB,2012,2,REG,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,26,1,0,0,24,2,1,2.86295493866783,0,1.08333333333333,0.03125,0.107142857142857,0.121875,0,8.6,9.6
00-0004541,,Donald Driver,WR,WR,,GB,2012,3,REG,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,10,0,0,-1.17318882620523,0,0,0.0263157894736842,0.0520833333333333,0.0759320175438596,0,0,0
00-0004541,,Donald Driver,WR,WR,,GB,2012,4,REG,NO,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,3,0,0,0,14,0,0,-0.423190633242484,0,0.214285714285714,0.0487804878048781,0.043343653250774,0.103511288982859,0,0.3,1.3
00-0004541,,Donald Driver,WR,WR,,GB,2012,5,REG,IND,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,14,0,0,0,26,1,1,-0.19991372624645,0,0.538461538461538,0.0645161290322581,0.102362204724409,0.168427736855474,0,1.4,2.4
00-0004541,,Donald Driver,WR,WR,,GB,2012,7,REG,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,2,0,0,0,1,1,0,-1.22747815214098,0,2,0.0277777777777778,0.00307692307692308,0.0438205128205128,0,0.2,1.2
00-0004541,,Donald Driver,WR,WR,,GB,2012,8,REG,JAX,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,10,1,0,0,8,2,1,1.84536712995032,0,1.25,0.0555555555555556,0.0326530612244898,0.106190476190476,0,7,9
00-0004541,,Donald Driver,WR,WR,,GB,2012,9,REG,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,10,0,0,0,21,1,1,0.999703032081015,0,0.476190476190476,0.0689655172413793,0.0826771653543307,0.1613222916101,0,1,2
00-0004541,,Donald Driver,WR,WR,,GB,2012,11,REG,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,12,0,0,0,7,5,1,2.17920691007748,0,1.71428571428571,0.037037037037037,0.0382513661202186,0.0823315118397085,0,1.2,2.2
