player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,2,REG,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,2,0,0,0,0,-0.406347486656159,0,2,2,10,0,0,0,0,0,1,-0.103679411986377,0,0,0.142857142857143,,,0,1.2,3.2
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,4,REG,GB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,-4,0,0,0,0,-1.46992500452325,0,2,2,14,0,0,0,0,0,1,-0.162397970620077,0,0,0.08,,,0,1,3
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,5,REG,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,8,0,0,0,0,-0.829435838852078,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.8,0.8
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,7,REG,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,4,0,0,0,1,-0.996871240902692,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.4,0.4
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,8,REG,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,6,0,0,0,1,0.171299364883453,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.6,0.6
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,9,REG,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,3,0,0,0,0,-0.00259238755097613,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.3,0.3
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,10,REG,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,3,0,0,0,0,-0.764216399053112,0,1,1,7,0,0,0,0,0,0,0.124903508449556,0,0,0.0625,,,0,1,2
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,11,REG,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,1,0,0,0,0,-0.381238190864678,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.1,0.1
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,13,REG,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,0,0,0,0,0,-1.75515091768407,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,14,REG,GB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,3,0,0,0,1,1.00920419313479,0,1,1,5,0,0,0,0,0,0,-0.0708530923584476,0,0,0.0588235294117647,,,0,0.8,1.8
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,15,REG,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,3,0,0,0,1,0.563236697111279,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.3,0.3
00-0000007,,Rabih Abdullah,RB,RB,,CHI,2003,17,REG,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,8,0,0,0,0,0.0979910723399371,0,2,2,19,0,0,0,0,0,1,-0.246117626433261,0,0,0.117647058823529,,,0,2.7,4.7
00-0000166,,Stephen Alexander,TE,TE,,LAC,2003,11,REG,DEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,,,,,0,2,2
00-0000251,,Mike Alstott,FB,RB,,TB,2003,1,REG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,12,23,0,0,0,3,-2.18090924853459,0,5,5,36,0,0,0,0,0,1,1.79119500977686,0,0,0.185185185185185,,,0,5.9,10.9
00-0000251,,Mike Alstott,FB,RB,,TB,2003,2,REG,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,9,0,0,0,2,-0.90391069749603,0,3,3,22,0,0,0,0,0,1,0.285752523457631,0,0,0.0882352941176471,,,0,3.1,6.1
00-0000251,,Mike Alstott,FB,RB,,TB,2003,3,REG,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,8,44,2,0,0,4,3.56518910033628,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,16.4,16.4
00-0000251,,Mike Alstott,FB,RB,,TB,2003,5,REG,IND,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,1,0,0,0,1,-1.11927124572685,0,2,2,25,0,0,0,0,0,1,0.849780896445736,0,0,0.0769230769230769,,,0,2.6,4.6
00-0000339,,Richie Anderson,FB,RB,,DAL,2003,1,REG,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,8,0,0,0,1,-1.51955818780698,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.8,0.8
00-0000339,,Richie Anderson,FB,RB,,DAL,2003,2,REG,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,6,19,0,0,0,1,-0.765839663567022,0,4,4,15,0,0,0,0,0,0,-0.51217757522837,0,0,0.16,,,0,3.4,7.4
00-0000339,,Richie Anderson,FB,RB,,DAL,2003,4,REG,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,37,0,0,0,2,1.9700218422804,0,4,4,46,0,0,0,0,0,2,3.56570318667218,0,0,0.363636363636364,,,0,8.3,12.3
00-0000339,,Richie Anderson,FB,RB,,DAL,2003,5,REG,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,22,0,0,0,1,-0.306330130959395,0,4,4,38,1,0,0,0,0,2,2.58285200386308,0,0,0.2,,,0,12,16
