player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2019,1,REG,PIT,24,36,341,3,0,1,7,0,0,286,136,14,17.0003926858876,0,1.19230769230769,0.200248715119543,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,25.64,25.64
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2019,2,REG,MIA,20,28,264,2,0,2,9,0,0,264,91,13,15.9714057895707,0,1,0.25152073711735,2,1,1,0,0,1,0.603352121514035,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,24.66,24.66
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2019,3,REG,NYJ,28,42,306,2,0,0,0,0,0,287,141,16,10.7518569337553,0,1.06620209059233,0.179489222002303,2,-1,0,0,0,0,-0.294932179211173,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,20.14,20.14
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2019,4,REG,BUF,18,39,150,0,1,0,0,0,0,289,90,5,-15.8617641881545,0,0.519031141868512,-0.040857813856109,3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,3.7,3.7
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2019,5,REG,WAS,28,42,348,3,1,4,36,0,0,316,151,16,13.1639800751742,0,1.10126582278481,0.178005632404752,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,23.92,23.92
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2019,6,REG,NYG,31,41,334,0,1,3,21,2,1,280,160,17,-2.46982735717719,0,1.19285714285714,0.14471060850975,7,6,2,0,0,3,-1.80984407977667,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,21.96,21.96
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2019,7,REG,NYJ,31,45,249,1,1,0,0,0,0,223,123,12,4.30388653184686,0,1.11659192825112,0.123830196024756,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,11.96,11.96
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2019,8,REG,CLE,20,36,259,2,0,3,20,0,0,253,110,11,5.20369765581425,0,1.02371541501976,0.0812233077471195,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,18.36,18.36
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2019,9,REG,BAL,30,46,285,1,1,2,17,0,0,318,155,17,2.1001361312683,0,0.89622641509434,0.0858520851488061,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,13.4,13.4
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",NE,2019,11,REG,PHI,26,47,216,0,0,1,7,0,0,333,134,13,-5.90288417496305,0,0.648648648648649,-0.0149315541037418,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,8.54,8.54
