player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000108,,David Akers,K,SPEC,,PHI,2006,4,REG,GB,1,1,11,0,0,0,0,0,0,0,11,0,-0.702337322232779,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.44,0.44
00-0000166,,Stephen Alexander,TE,TE,,DEN,2006,1,REG,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,24,0,0,0,5,19,1,2.36835399706615,0,4.8,0.153846153846154,0.0632911392405063,0.275073028237585,0,2.4,4.4
00-0000166,,Stephen Alexander,TE,TE,,DEN,2006,2,REG,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,8,0,0,0,0,8,0,-0.767547231982462,0,0,0.125,0,0.1875,0,0.8,2.8
00-0000166,,Stephen Alexander,TE,TE,,DEN,2006,3,REG,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,24,0,0,0,12,12,1,1.4478062435519,0,2,0.0666666666666667,0.0975609756097561,0.168292682926829,0,2.4,3.4
00-0000166,,Stephen Alexander,TE,TE,,DEN,2006,10,REG,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,6,49,0,0,0,27,22,3,3.12710484769195,0,1.81481481481482,0.3,0.219512195121951,0.603658536585366,0,4.9,10.9
00-0000166,,Stephen Alexander,TE,TE,,DEN,2006,11,REG,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,4,0,0,0,3,1,0,-0.0814393437467516,0,1.33333333333333,0.0769230769230769,0.0375,0.141634615384615,0,0.4,1.4
00-0000166,,Stephen Alexander,TE,TE,,DEN,2006,12,REG,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,3,19,1,0,0,11,8,2,1.93584070220822,0,1.72727272727273,0.12,0.0909090909090909,0.243636363636364,0,7.9,10.9
00-0000166,,Stephen Alexander,TE,TE,,DEN,2006,13,REG,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,16,1,0,0,10,6,2,4.02130036824383,0,1.6,0.2,0.217391304347826,0.452173913043478,0,7.6,9.6
00-0000166,,Stephen Alexander,TE,TE,,DEN,2006,14,REG,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,16,0,0,0,12,4,1,1.29025813634507,0,1.33333333333333,0.0588235294117647,0.0967741935483871,0.155977229601518,0,1.6,2.6
00-0000251,,Mike Alstott,FB,RB,,TB,2006,1,REG,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,2,0,0,0,1,0.33778526308015,0,3,3,26,0,0,0,9,17,2,2.1221827956615,0,2.88888888888889,0.166666666666667,0.130434782608696,0.341304347826087,0,2.8,5.8
00-0000251,,Mike Alstott,FB,RB,,TB,2006,2,REG,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,3,10,0,0,0,4,6,1,1.39506672933931,0,2.5,0.107142857142857,0.0182648401826484,0.17349967384214,0,1,4
00-0000251,,Mike Alstott,FB,RB,,TB,2006,3,REG,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,12,0,0,0,1,-0.607235025032423,0,2,2,-3,0,0,0,-10,7,0,-1.73736421659123,0,0.3,0.142857142857143,-0.136986301369863,0.11839530332681,0,0.9,2.9
00-0000251,,Mike Alstott,FB,RB,,TB,2006,5,REG,NO,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,3,1,0,0,1,-1.05376187805086,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,6.3,6.3
