player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0006101,,Tony Gonzalez,TE,TE,,ATL,2013,1,REG,NO,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,6,36,1,0,0,39,14,3,-0.790186286147218,0,0.923076923076923,0.166666666666667,0.213114754098361,0.399180327868852,0,9.6,12.6
00-0006101,,Tony Gonzalez,TE,TE,,ATL,2013,2,REG,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,8,33,0,0,0,64,2,3,0.0991416796459816,0,0.515625,0.19047619047619,0.266666666666667,0.472380952380952,0,3.3,7.3
00-0006101,,Tony Gonzalez,TE,TE,,ATL,2013,3,REG,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,5,24,0,0,0,35,4,3,2.75704565929482,0,0.685714285714286,0.135135135135135,0.121951219512195,0.288068556361239,0,2.4,6.4
00-0006101,,Tony Gonzalez,TE,TE,,ATL,2013,4,REG,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,12,14,149,2,0,0,122,41,8,11.2659785674769,0,1.22131147540984,0.264150943396226,0.277272727272727,0.590317324185249,0,26.9,38.9
00-0006101,,Tony Gonzalez,TE,TE,,ATL,2013,5,REG,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,10,14,97,0,0,0,93,31,7,5.02335689926986,0,1.04301075268817,0.311111111111111,0.290625,0.670104166666667,0,9.7,19.7
00-0006101,,Tony Gonzalez,TE,TE,,ATL,2013,7,REG,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,4,30,0,0,0,18,21,2,1.14241712680087,0,1.66666666666667,0.16,0.128571428571429,0.33,0,3,5
00-0006101,,Tony Gonzalez,TE,TE,,ATL,2013,8,REG,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,8,26,0,0,0,71,3,2,0.167893631267361,0,0.366197183098592,0.135593220338983,0.187830687830688,0.334871311989956,0,2.6,5.6
00-0006101,,Tony Gonzalez,TE,TE,,ATL,2013,9,REG,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,7,81,1,0,0,81,14,5,6.75024422013667,0,1,0.259259259259259,0.47093023255814,0.718540051679587,0,14.1,20.1
00-0006101,,Tony Gonzalez,TE,TE,,ATL,2013,10,REG,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,5,29,0,0,0,48,4,2,1.9705979138962,0,0.604166666666667,0.138888888888889,0.289156626506024,0.41074297188755,0,2.9,5.9
00-0006101,,Tony Gonzalez,TE,TE,,ATL,2013,11,REG,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,7,9,63,0,0,0,66,18,3,4.6364549920545,1,0.954545454545455,0.209302325581395,0.20952380952381,0.46062015503876,0,8.3,15.3
