player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000108,,David Akers,K,SPEC,,SF,2011,17,REG,LA,1,1,14,1,0,0,0,0,0,9,5,1,4.22313360706903,0,1.55555555555556,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,4.56,4.56
00-0000865,,Charlie Batch,QB,QB,,PIT,2011,13,REG,CIN,0,0,0,0,0,1,4,0,0,0,0,0,-1.71605573850684,0,,,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.2,-0.2
00-0000865,,Charlie Batch,QB,QB,,PIT,2011,14,REG,CLE,0,2,0,0,0,1,6,0,0,8,0,0,-2.18936015898362,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
00-0000865,,Charlie Batch,QB,QB,,PIT,2011,16,REG,LA,15,22,208,0,1,0,0,0,0,181,92,9,3.80854928352523,0,1.14917127071823,0.154437180395638,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,6.32,6.32
00-0002110,,Mark Brunell,QB,QB,,NYJ,2011,15,REG,PHI,1,3,27,0,0,0,0,0,0,46,26,1,-0.356037270394154,0,0.586956521739131,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,1.08,1.08
00-0003292,,Kerry Collins,QB,QB,,IND,2011,1,REG,HOU,16,31,197,1,0,3,25,2,1,267,84,10,-11.0878862886597,0,0.737827715355805,0.000610193775316965,1,0,0,1,1,0,-5.23582660534885,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,7.88,7.88
00-0003292,,Kerry Collins,QB,QB,,IND,2011,2,REG,CLE,19,38,191,1,1,2,15,1,1,282,86,12,-7.98114806198387,0,0.677304964539007,-0.0391371558746692,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,7.54,7.54
00-0003292,,Kerry Collins,QB,QB,,IND,2011,3,REG,PIT,13,29,93,0,0,0,0,0,0,257,46,7,-6.02839538766719,0,0.361867704280156,-0.0550469460533129,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,3.72,3.72
00-0004161,,Jake Delhomme,QB,QB,,HOU,2011,17,REG,TEN,18,28,211,1,0,2,18,1,1,217,56,9,-1.41043508292922,0,0.972350230414747,0.057701437321681,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,10.44,10.44
00-0004541,,Donald Driver,WR,WR,,GB,2011,1,REG,NO,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,7,41,0,0,0,71,13,1,1.31794848240679,0,0.577464788732394,0.2,0.21580547112462,0.451063829787234,0,4.1,8.1
