player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0007091,,Matt Hasselbeck,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t1nf9avoy2kauqwrvzza",IND,2014,3,REG,JAX,2,4,20,0,0,0,0,0,0,44,17,1,-0.47465438162908,0,0.454545454545455,,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.7,0.7
00-0007091,,Matt Hasselbeck,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t1nf9avoy2kauqwrvzza",IND,2014,4,REG,TEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,-2,0,0,0,0,-3.44782049371861,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.2,-0.2
00-0007091,,Matt Hasselbeck,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t1nf9avoy2kauqwrvzza",IND,2014,16,REG,DAL,15,21,126,1,0,2,7,1,1,123,76,9,-7.47747665224597,0,1.02439024390244,0.0909308513967657,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,7.04,7.04
00-0007091,,Matt Hasselbeck,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t1nf9avoy2kauqwrvzza",IND,2014,17,REG,TEN,13,19,155,1,0,0,0,0,0,146,89,7,7.32408039894684,0,1.06164383561644,0.21329476404152,4,-8,0,0,0,0,-4.30916037346469,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,9.4,9.4
00-0010346,,Peyton Manning,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpcd6auodk3w0vda6jal",DEN,2014,1,REG,IND,22,36,269,3,0,1,10,0,0,307,123,13,13.1392148591535,0,0.876221498371335,0.166708696366746,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,22.46,22.46
00-0010346,,Peyton Manning,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpcd6auodk3w0vda6jal",DEN,2014,2,REG,KC,21,26,242,3,0,1,5,0,0,171,84,14,11.9486334191358,0,1.41520467836257,0.279018293693571,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,21.58,21.58
00-0010346,,Peyton Manning,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpcd6auodk3w0vda6jal",DEN,2014,3,REG,SEA,31,49,303,2,1,1,7,0,0,432,88,18,3.55406879204429,1,0.701388888888889,0.0933560136886821,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,20.02,20.02
00-0010346,,Peyton Manning,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpcd6auodk3w0vda6jal",DEN,2014,5,REG,ARI,31,47,479,4,2,1,3,0,0,469,225,18,14.9795018593576,0,1.02132196162047,0.169106726887993,2,-2,0,0,0,0,-2.31404683238361,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,30.96,30.96
00-0010346,,Peyton Manning,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpcd6auodk3w0vda6jal",DEN,2014,6,REG,NYJ,22,33,237,3,0,2,16,0,0,283,70,13,9.49021437769476,0,0.837455830388693,0.164859089095281,1,0,0,1,0,0,-1.6806829534471,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,21.48,21.48
00-0010346,,Peyton Manning,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpcd6auodk3w0vda6jal",DEN,2014,7,REG,SF,22,26,318,4,0,2,14,0,0,225,134,14,20.5682622778113,0,1.41333333333333,0.419481790266922,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,28.62,28.62
