player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000166,,Stephen Alexander,TE,TE,,DEN,2005,1,REG,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,8,0,0,0,0,0,1,1.14377193886321,0,0,0.0454545454545455,,,0,0.8,1.8
00-0000166,,Stephen Alexander,TE,TE,,DEN,2005,2,REG,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,5,0,0,0,0,0,0,-0.703938773833215,0,0,0.0434782608695652,,,0,0.5,1.5
00-0000166,,Stephen Alexander,TE,TE,,DEN,2005,3,REG,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,9,0,0,0,0,0,0,0.670809281640686,0,0,0.0769230769230769,,,0,0.9,1.9
00-0000166,,Stephen Alexander,TE,TE,,DEN,2005,4,REG,JAX,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,3,27,0,0,0,0,0,2,2.65256056131329,0,0,0.157894736842105,,,0,2.7,5.7
00-0000166,,Stephen Alexander,TE,TE,,DEN,2005,6,REG,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,5,0,0,0,0,0,0,0.17535565327853,0,0,0.0588235294117647,,,0,0.5,1.5
00-0000166,,Stephen Alexander,TE,TE,,DEN,2005,7,REG,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,3,22,0,0,0,0,0,1,1.80383076108655,0,0,0.166666666666667,,,0,2.2,5.2
00-0000166,,Stephen Alexander,TE,TE,,DEN,2005,8,REG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,7,1,0,0,0,0,1,0.979907156259287,0,0,0.0909090909090909,,,0,6.7,8.7
00-0000166,,Stephen Alexander,TE,TE,,DEN,2005,10,REG,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,14,0,0,0,0,0,1,1.43698805733584,0,0,0.0625,,,0,1.4,2.4
00-0000166,,Stephen Alexander,TE,TE,,DEN,2005,11,REG,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,9,0,0,0,0,0,0,0.809452910383698,0,0,0.0555555555555556,,,0,0.9,1.9
00-0000166,,Stephen Alexander,TE,TE,,DEN,2005,13,REG,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,9,0,0,0,0,0,0,0.1060708398276,0,0,0.0555555555555556,,,0,0.9,1.9
