team_code,team_name,player_id,name,position,games,games_started,overall,status,confidence,needs_review,pass_yds,pass_td,pass_int,rush_yds,rush_td,receptions,rec_yds,rec_td
ARI,Arizona Cardinals,00-0001532,David Boston,WR,16,16,89,generated_high_confidence,0.78,,,,,9,,69,1072,6
ARI,Arizona Cardinals,00-0014328,Frank Sanders,WR,16,16,85,generated_high_confidence,0.78,,,,,,,54,749,6
ARI,Arizona Cardinals,00-0013013,Michael Pittman,RB,16,16,84,generated_high_confidence,0.78,,,,,699,4,72,576,2
ARI,Arizona Cardinals,00-0006848,Terry Hardy,TE,16,16,80,generated_high_confidence,0.78,,,,,,,27,160,1
ARI,Arizona Cardinals,00-0019641,Thomas Jones,RB,14,14,79,generated_high_confidence,0.78,,,,,373,2,32,208,
ARI,Arizona Cardinals,00-0013042,Jake Plummer,QB,14,14,77,generated_high_confidence,0.78,,2852,12,20,183,,,,
ARI,Arizona Cardinals,00-0008357,MarTay Jenkins,WR,16,16,76,generated_high_confidence,0.78,,,,,-4,,16,212,
ARI,Arizona Cardinals,00-0001343,Cary Blanchard,K,14,,75,generated_low_confidence,0.45,,,,,,,,,
ARI,Arizona Cardinals,00-0003105,Anthony Clement,LT,14,,74,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0001835,Ethan Brooks,LT,14,,74,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0003045,Jon Clark,LT,14,,74,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0014776,L.J. Shelton,LT,14,,74,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0006410,Chris Greisen,QB,2,,73,generated_medium_confidence,0.6,,65,1,,1,,,,
ARI,Arizona Cardinals,00-0017710,Aeneas Williams,CB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0013623,Coby Rhinehart,CB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0019469,David Barrett,CB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0010700,J.J. McCleskey,CB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0019299,Jordan Younger,CB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0018563,Justin Lucas,CB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0009360,Tom Knight,CB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0001114,Tommy Bennett,CB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0016976,Andre Wadsworth,EDGE,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0016041,Barron Tanner,DT,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0012446,Brad Ottis,EDGE,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0004336,Chris Dishman,C,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0005860,Chris Gedney,TE,9,9,71,generated_high_confidence,0.78,,,,,,,10,75,
ARI,Arizona Cardinals,00-0002919,Corey Chavous,S,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0014618,Corey Sears,DT,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0019492,Jabari Issa,DT,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0005392,James Folston,LB,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0019518,Jason Starkey,C,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0014209,Johnny Rutledge,LB,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0009659,Kwamie Lassiter,S,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0007660,Lester Holmes,LG,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0019480,Mao Tosi,DT,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0010259,Mark Maddox,LB,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0015255,Mark Smith,DT,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0008950,Matt Joyce,LG,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0006516,Mike Gruttadauria,C,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0003930,Norberto Davidds-Garrido,LG,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0016479,Pat Tillman,S,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0015976,Rashod Swinger,DT,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0019535,Raynoch Thompson,LB,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0005560,Rob Fredrickson,LB,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0010970,Ronald McKinnon,LB,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0004046,Russell Davis,DT,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0019501,Sekou Sanyika,LB,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0013644,Simeon Rice,EDGE,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0002257,Tom Burke,EDGE,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0010746,Tony McCoy,DT,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0014589,Yusuf Scott,LG,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0017148,Zack Walz,LB,14,,71,generated_low_confidence,0.33,,,,,,,,,
ARI,Arizona Cardinals,00-0003175,Mac Cody,WR,10,10,70,generated_high_confidence,0.78,,,,,,,17,212,
ARI,Arizona Cardinals,00-0013028,Scott Player,P,1,,69,generated_low_confidence,0.45,,,,,-11,,,,
ARI,Arizona Cardinals,00-0019302,Bryan Gilmore,WR,14,,66,generated_low_confidence,0.45,,,,,,,,,
ARI,Arizona Cardinals,00-0011601,Rob Moore,WR,14,,66,generated_low_confidence,0.45,,,,,,,,,
ARI,Arizona Cardinals,00-0019295,Sean Keenan,QB,14,,63,generated_low_confidence,0.45,,,,,,,,,
ARI,Arizona Cardinals,00-0008961,Trey Junkin,TE,14,,62,generated_low_confidence,0.45,,,,,,,,,
ARI,Arizona Cardinals,00-0011439,Tywan Mitchell,WR,6,,61,generated_medium_confidence,0.6,,,,,,,5,80,
ARI,Arizona Cardinals,00-0010292,Joel Makovicka,RB,7,,58,generated_medium_confidence,0.6,,,,,8,,6,18,
ARI,Arizona Cardinals,00-0001907,Dave Brown,QB,4,,55,generated_medium_confidence,0.6,,467,2,3,,,,,
ARI,Arizona Cardinals,00-0019486,Jay Tant,TE,1,,55,generated_medium_confidence,0.6,,,,,,,1,4,
ARI,Arizona Cardinals,00-0010951,Dennis McKinley,RB,2,,52,generated_medium_confidence,0.6,,,,,,,2,13,
ARI,Arizona Cardinals,00-0018568,Clarence Williams,RB,1,,51,generated_medium_confidence,0.6,,,,,,,1,5,
ATL,Atlanta Falcons,00-0000316,Jamal Anderson,RB,16,16,85,generated_high_confidence,0.78,,,,,1013,6,41,375,
ATL,Atlanta Falcons,00-0010539,Terance Mathis,WR,16,16,84,generated_high_confidence,0.78,,,,,-5,,56,665,5
ATL,Atlanta Falcons,00-0008313,Shawn Jefferson,WR,15,15,83,generated_high_confidence,0.78,,,,,1,,60,822,2
ATL,Atlanta Falcons,00-0000261,Ashley Ambrose,CB,14,,82,generated_low_confidence,0.45,,,,,,,,,
ATL,Atlanta Falcons,00-0002166,Ray Buchanan,CB,14,,82,generated_low_confidence,0.45,,,,,,,,,
ATL,Atlanta Falcons,00-0009119,Reggie Kelly,TE,15,15,82,generated_high_confidence,0.78,,,,,,,31,340,2
ATL,Atlanta Falcons,00-0002970,Bob Christian,RB,16,16,79,generated_high_confidence,0.78,,,,,19,,43,313,
ATL,Atlanta Falcons,00-0003547,Terry Cousin,CB,14,,79,generated_low_confidence,0.45,,,,,,,,,
ATL,Atlanta Falcons,00-0009443,Brian Kozlowski,TE,13,13,78,generated_high_confidence,0.78,,,,,,,15,151,2
ATL,Atlanta Falcons,00-0004673,Tim Dwight,WR,13,13,78,generated_high_confidence,0.78,,,,,3,,25,402,3
ATL,Atlanta Falcons,00-0002876,Chris Chandler,QB,14,14,77,generated_high_confidence,0.78,,2227,10,12,60,,1,-4,
ATL,Atlanta Falcons,00-0000282,Morten Andersen,K,14,,75,generated_low_confidence,0.45,,,,,,,,,
ATL,Atlanta Falcons,00-0017592,Bob Whitfield,LT,14,,74,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0014255,Ephraim Salaam,LT,14,,74,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0018960,Michael Thompson,LT,14,,74,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0019086,Ryan Johanningmeier,LT,14,,74,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0015106,Brady Smith,EDGE,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0004505,Chris Draft,LB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0017668,Chuck Wiley,EDGE,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0019332,Corey Atkins,LB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0019088,Dallas Neil,P,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0015842,Dan Stryzinski,P,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0003660,Henri Crockett,LB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0009110,Jeff Kelly,LB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0016667,Jessie Tuggle,LB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0001820,Keith Brooking,LB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0018957,Mark Simoneau,LB,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0009173,Patrick Kerney,EDGE,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0010792,Pellom McDaniels,EDGE,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0015957,Shawn Swayda,DT,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0006684,Travis Hall,DT,14,,72,generated_low_confidence,0.33,,,,,,,,,
ATL,Atlanta Falcons,00-0013493,Anthony Redmon,LG,14,,71,generated_low_confidence,0.33,,,,,,,,,
